LSOA,CCG,stp,nhs_region,admissions
Camden 013B,NHS Camden CCG,North Central London,London,2.4
Camden 013E,NHS Camden CCG,North Central London,London,0.69
Camden 010E,NHS Camden CCG,North Central London,London,1.37
Camden 016C,NHS Camden CCG,North Central London,London,1.37
Camden 016D,NHS Camden CCG,North Central London,London,0.34
Camden 016A,NHS Camden CCG,North Central London,London,0.69
Camden 016B,NHS Camden CCG,North Central London,London,3.43
Camden 017A,NHS Camden CCG,North Central London,London,1.71
Camden 020E,NHS Camden CCG,North Central London,London,2.74
Camden 013C,NHS Camden CCG,North Central London,London,2.06
Camden 013D,NHS Camden CCG,North Central London,London,1.37
Camden 020C,NHS Camden CCG,North Central London,London,4.8
Camden 017B,NHS Camden CCG,North Central London,London,2.4
Brent 034A,NHS Brent CCG,North West London,London,1.03
Brent 034C,NHS Brent CCG,North West London,London,2.4
Westminster 002D,NHS Central London (Westminster) CCG,North West London,London,4.8
Brent 034D,NHS Brent CCG,North West London,London,1.37
Brent 034B,NHS Brent CCG,North West London,London,3.09
Camden 020B,NHS Camden CCG,North Central London,London,4.46
Brent 032C,NHS Brent CCG,North West London,London,2.06
Brent 032B,NHS Brent CCG,North West London,London,0.69
Brent 028D,NHS Brent CCG,North West London,London,2.4
Brent 032D,NHS Brent CCG,North West London,London,1.71
Brent 028E,NHS Brent CCG,North West London,London,1.03
Brent 030B,NHS Brent CCG,North West London,London,1.03
Brent 028A,NHS Brent CCG,North West London,London,1.03
Brent 023B,NHS Brent CCG,North West London,London,3.43
Brent 023A,NHS Brent CCG,North West London,London,1.03
Brent 028B,NHS Brent CCG,North West London,London,2.74
Brent 028C,NHS Brent CCG,North West London,London,1.71
Barnet 016B,NHS Barnet CCG,North Central London,London,3.09
Barnet 017B,NHS Barnet CCG,North Central London,London,2.74
Barnet 025D,NHS Barnet CCG,North Central London,London,2.74
Barnet 017D,NHS Barnet CCG,North Central London,London,1.03
Barnet 016A,NHS Barnet CCG,North Central London,London,2.4
Barnet 025E,NHS Barnet CCG,North Central London,London,2.4
Barnet 017A,NHS Barnet CCG,North Central London,London,1.37
Barnet 013D,NHS Barnet CCG,North Central London,London,1.71
Barnet 021D,NHS Barnet CCG,North Central London,London,0.69
Barnet 013F,NHS Barnet CCG,North Central London,London,1.37
Barnet 016D,NHS Barnet CCG,North Central London,London,1.71
Barnet 017C,NHS Barnet CCG,North Central London,London,3.09
Barnet 007A,NHS Barnet CCG,North Central London,London,1.37
Barnet 016C,NHS Barnet CCG,North Central London,London,1.03
Camden 020A,NHS Camden CCG,North Central London,London,1.37
Westminster 002A,NHS Central London (Westminster) CCG,North West London,London,1.37
Camden 020D,NHS Camden CCG,North Central London,London,4.8
Camden 017D,NHS Camden CCG,North Central London,London,1.03
Westminster 001B,NHS Central London (Westminster) CCG,North West London,London,2.06
Camden 017C,NHS Camden CCG,North Central London,London,3.09
Westminster 001A,NHS Central London (Westminster) CCG,North West London,London,1.37
Westminster 001C,NHS Central London (Westminster) CCG,North West London,London,1.37
Westminster 003B,NHS Central London (Westminster) CCG,North West London,London,0.69
Westminster 001D,NHS Central London (Westminster) CCG,North West London,London,3.09
Westminster 009F,NHS Central London (Westminster) CCG,North West London,London,3.09
Westminster 003E,NHS Central London (Westminster) CCG,North West London,London,3.09
Westminster 009A,NHS Central London (Westminster) CCG,North West London,London,8.57
Westminster 003D,NHS Central London (Westminster) CCG,North West London,London,1.37
Westminster 003A,NHS Central London (Westminster) CCG,North West London,London,4.11
Westminster 003C,NHS Central London (Westminster) CCG,North West London,London,1.37
Westminster 002C,NHS Central London (Westminster) CCG,North West London,London,1.37
Westminster 002B,NHS Central London (Westminster) CCG,North West London,London,2.74
Barnet 036D,NHS Barnet CCG,North Central London,London,0.69
Brent 002A,NHS Brent CCG,North West London,London,2.4
Brent 002C,NHS Brent CCG,North West London,London,2.06
Brent 002E,NHS Brent CCG,North West London,London,1.37
Brent 002D,NHS Brent CCG,North West London,London,1.37
Brent 001A,NHS Brent CCG,North West London,London,2.74
Brent 002B,NHS Brent CCG,North West London,London,1.71
Barnet 024E,NHS Barnet CCG,North Central London,London,1.71
Barnet 026A,NHS Barnet CCG,North Central London,London,2.4
Barnet 030D,NHS Barnet CCG,North Central London,London,0.69
Barnet 030F,NHS Barnet CCG,North Central London,London,1.71
Barnet 026E,NHS Barnet CCG,North Central London,London,2.74
Barnet 026D,NHS Barnet CCG,North Central London,London,1.37
Barnet 026C,NHS Barnet CCG,North Central London,London,1.03
Barnet 026B,NHS Barnet CCG,North Central London,London,2.06
Barnet 036F,NHS Barnet CCG,North Central London,London,0.69
Barnet 030B,NHS Barnet CCG,North Central London,London,3.77
Barnet 030E,NHS Barnet CCG,North Central London,London,2.4
Barnet 036A,NHS Barnet CCG,North Central London,London,2.4
Barnet 030A,NHS Barnet CCG,North Central London,London,1.71
Barnet 036B,NHS Barnet CCG,North Central London,London,2.06
Brent 005D,NHS Brent CCG,North West London,London,2.06
Barnet 036E,NHS Barnet CCG,North Central London,London,2.74
Brent 005C,NHS Brent CCG,North West London,London,1.37
Brent 005E,NHS Brent CCG,North West London,London,6.52
Brent 009A,NHS Brent CCG,North West London,London,1.71
Brent 005B,NHS Brent CCG,North West London,London,2.4
Brent 009E,NHS Brent CCG,North West London,London,3.77
Brent 005A,NHS Brent CCG,North West London,London,1.71
Brent 001C,NHS Brent CCG,North West London,London,2.06
Brent 003F,NHS Brent CCG,North West London,London,2.4
Brent 003A,NHS Brent CCG,North West London,London,3.09
Brent 003B,NHS Brent CCG,North West London,London,0.69
Brent 001B,NHS Brent CCG,North West London,London,1.37
Barking and Dagenham 003A,NHS Barking and Dagenham CCG,North East London,London,6.17
Barking and Dagenham 006A,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 007A,NHS Barking and Dagenham CCG,North East London,London,3.77
Barking and Dagenham 006E,NHS Barking and Dagenham CCG,North East London,London,4.11
Barking and Dagenham 006D,NHS Barking and Dagenham CCG,North East London,London,2.4
Barking and Dagenham 006B,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 010A,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 014B,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 010C,NHS Barking and Dagenham CCG,North East London,London,2.4
Barking and Dagenham 009B,NHS Barking and Dagenham CCG,North East London,London,2.4
Barking and Dagenham 010B,NHS Barking and Dagenham CCG,North East London,London,2.74
Barking and Dagenham 009A,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 009D,NHS Barking and Dagenham CCG,North East London,London,1.03
Barking and Dagenham 014C,NHS Barking and Dagenham CCG,North East London,London,3.43
Barking and Dagenham 014D,NHS Barking and Dagenham CCG,North East London,London,2.4
Barking and Dagenham 010D,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 020D,NHS Barking and Dagenham CCG,North East London,London,1.71
Barking and Dagenham 013E,NHS Barking and Dagenham CCG,North East London,London,1.37
Barking and Dagenham 020E,NHS Barking and Dagenham CCG,North East London,London,1.37
Barking and Dagenham 020B,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 020C,NHS Barking and Dagenham CCG,North East London,London,3.43
Barking and Dagenham 014A,NHS Barking and Dagenham CCG,North East London,London,1.03
Havering 016C,NHS Havering CCG,North East London,London,1.37
Havering 021B,NHS Havering CCG,North East London,London,1.71
Havering 020C,NHS Havering CCG,North East London,London,1.37
Havering 014C,NHS Havering CCG,North East London,London,2.74
Havering 021A,NHS Havering CCG,North East London,London,1.37
Havering 014D,NHS Havering CCG,North East London,London,2.4
Havering 016A,NHS Havering CCG,North East London,London,2.74
Havering 020E,NHS Havering CCG,North East London,London,3.09
Havering 014A,NHS Havering CCG,North East London,London,0.34
Havering 014B,NHS Havering CCG,North East London,London,2.74
Havering 012F,NHS Havering CCG,North East London,London,1.71
Havering 010E,NHS Havering CCG,North East London,London,1.37
Havering 015B,NHS Havering CCG,North East London,London,3.43
Havering 015A,NHS Havering CCG,North East London,London,2.06
Havering 010D,NHS Havering CCG,North East London,London,2.4
Havering 010B,NHS Havering CCG,North East London,London,2.06
Havering 015C,NHS Havering CCG,North East London,London,1.03
Havering 015D,NHS Havering CCG,North East London,London,1.03
Havering 022A,NHS Havering CCG,North East London,London,1.37
Havering 020A,NHS Havering CCG,North East London,London,1.71
Havering 022D,NHS Havering CCG,North East London,London,2.06
Havering 013C,NHS Havering CCG,North East London,London,3.09
Havering 021D,NHS Havering CCG,North East London,London,1.37
Havering 021C,NHS Havering CCG,North East London,London,1.71
Havering 021E,NHS Havering CCG,North East London,London,1.03
Havering 023C,NHS Havering CCG,North East London,London,1.71
Havering 026A,NHS Havering CCG,North East London,London,2.74
Havering 023D,NHS Havering CCG,North East London,London,1.71
Havering 026B,NHS Havering CCG,North East London,London,2.06
Havering 023B,NHS Havering CCG,North East London,London,1.71
Havering 023E,NHS Havering CCG,North East London,London,2.06
Havering 020D,NHS Havering CCG,North East London,London,2.06
Havering 023A,NHS Havering CCG,North East London,London,1.71
Havering 026E,NHS Havering CCG,North East London,London,2.06
Havering 026C,NHS Havering CCG,North East London,London,5.49
Havering 026D,NHS Havering CCG,North East London,London,3.77
Havering 025C,NHS Havering CCG,North East London,London,2.06
Havering 025A,NHS Havering CCG,North East London,London,2.74
Havering 025E,NHS Havering CCG,North East London,London,3.09
Havering 020B,NHS Havering CCG,North East London,London,2.74
Havering 025B,NHS Havering CCG,North East London,London,3.43
Havering 025D,NHS Havering CCG,North East London,London,1.03
Havering 016B,NHS Havering CCG,North East London,London,2.06
Havering 016E,NHS Havering CCG,North East London,London,1.37
Havering 017D,NHS Havering CCG,North East London,London,1.37
Havering 016D,NHS Havering CCG,North East London,London,3.09
Havering 027E,NHS Havering CCG,North East London,London,1.37
Havering 027C,NHS Havering CCG,North East London,London,2.06
Havering 027B,NHS Havering CCG,North East London,London,3.77
Havering 027A,NHS Havering CCG,North East London,London,3.77
Havering 028E,NHS Havering CCG,North East London,London,3.77
Havering 027D,NHS Havering CCG,North East London,London,2.74
Havering 028D,NHS Havering CCG,North East London,London,4.8
Havering 028A,NHS Havering CCG,North East London,London,2.74
Havering 028C,NHS Havering CCG,North East London,London,2.74
Havering 028B,NHS Havering CCG,North East London,London,2.74
Havering 030C,NHS Havering CCG,North East London,London,1.37
Havering 030D,NHS Havering CCG,North East London,London,0.34
Havering 029A,NHS Havering CCG,North East London,London,2.06
Havering 030A,NHS Havering CCG,North East London,London,3.09
Havering 029D,NHS Havering CCG,North East London,London,3.43
Havering 029C,NHS Havering CCG,North East London,London,2.74
Havering 030B,NHS Havering CCG,North East London,London,0
Havering 029B,NHS Havering CCG,North East London,London,2.06
Havering 013E,NHS Havering CCG,North East London,London,2.4
Havering 013F,NHS Havering CCG,North East London,London,1.71
Havering 024E,NHS Havering CCG,North East London,London,0.69
Havering 019C,NHS Havering CCG,North East London,London,1.37
Havering 018A,NHS Havering CCG,North East London,London,2.4
Havering 018B,NHS Havering CCG,North East London,London,4.46
Havering 018C,NHS Havering CCG,North East London,London,4.46
Havering 018D,NHS Havering CCG,North East London,London,1.71
Havering 019A,NHS Havering CCG,North East London,London,4.11
Havering 019B,NHS Havering CCG,North East London,London,3.77
Havering 024A,NHS Havering CCG,North East London,London,4.46
Havering 024D,NHS Havering CCG,North East London,London,2.06
Havering 022C,NHS Havering CCG,North East London,London,1.71
Havering 022B,NHS Havering CCG,North East London,London,0.69
Havering 022E,NHS Havering CCG,North East London,London,3.43
Havering 019D,NHS Havering CCG,North East London,London,2.06
Havering 024B,NHS Havering CCG,North East London,London,2.06
Havering 018E,NHS Havering CCG,North East London,London,6.17
Havering 024C,NHS Havering CCG,North East London,London,1.37
Havering 008E,NHS Havering CCG,North East London,London,1.71
Havering 013B,NHS Havering CCG,North East London,London,2.74
Havering 008D,NHS Havering CCG,North East London,London,1.37
Havering 009F,NHS Havering CCG,North East London,London,0.69
Havering 008B,NHS Havering CCG,North East London,London,3.43
Havering 009E,NHS Havering CCG,North East London,London,2.06
Havering 008C,NHS Havering CCG,North East London,London,2.4
Havering 008A,NHS Havering CCG,North East London,London,3.09
Havering 014E,NHS Havering CCG,North East London,London,2.74
Havering 012B,NHS Havering CCG,North East London,London,1.03
Havering 012A,NHS Havering CCG,North East London,London,1.71
Havering 014F,NHS Havering CCG,North East London,London,0.69
Havering 012D,NHS Havering CCG,North East London,London,2.06
Havering 012C,NHS Havering CCG,North East London,London,1.71
Havering 012E,NHS Havering CCG,North East London,London,4.46
Havering 010F,NHS Havering CCG,North East London,London,2.74
Havering 007E,NHS Havering CCG,North East London,London,0.69
Havering 007D,NHS Havering CCG,North East London,London,3.77
Havering 007C,NHS Havering CCG,North East London,London,4.46
Havering 007B,NHS Havering CCG,North East London,London,1.71
Havering 010A,NHS Havering CCG,North East London,London,2.4
Havering 010C,NHS Havering CCG,North East London,London,3.09
Havering 007A,NHS Havering CCG,North East London,London,2.74
Havering 006A,NHS Havering CCG,North East London,London,1.71
Havering 006C,NHS Havering CCG,North East London,London,1.37
Havering 006D,NHS Havering CCG,North East London,London,1.37
Havering 001C,NHS Havering CCG,North East London,London,4.46
Havering 001D,NHS Havering CCG,North East London,London,3.09
Havering 004A,NHS Havering CCG,North East London,London,0.34
Havering 004F,NHS Havering CCG,North East London,London,2.4
Havering 004C,NHS Havering CCG,North East London,London,2.06
Havering 004B,NHS Havering CCG,North East London,London,2.4
Havering 004E,NHS Havering CCG,North East London,London,2.4
Havering 004D,NHS Havering CCG,North East London,London,2.06
Havering 006B,NHS Havering CCG,North East London,London,4.46
Havering 002E,NHS Havering CCG,North East London,London,1.03
Havering 001A,NHS Havering CCG,North East London,London,5.49
Havering 001B,NHS Havering CCG,North East London,London,2.74
Havering 002D,NHS Havering CCG,North East London,London,2.4
Havering 002C,NHS Havering CCG,North East London,London,1.71
Havering 002B,NHS Havering CCG,North East London,London,4.8
Havering 002A,NHS Havering CCG,North East London,London,1.37
Havering 003C,NHS Havering CCG,North East London,London,1.71
Havering 005D,NHS Havering CCG,North East London,London,1.71
Havering 005E,NHS Havering CCG,North East London,London,3.09
Havering 005B,NHS Havering CCG,North East London,London,1.03
Havering 005C,NHS Havering CCG,North East London,London,2.06
Havering 005A,NHS Havering CCG,North East London,London,2.74
Havering 003E,NHS Havering CCG,North East London,London,0.69
Havering 003D,NHS Havering CCG,North East London,London,1.71
Havering 009D,NHS Havering CCG,North East London,London,2.06
Havering 009A,NHS Havering CCG,North East London,London,3.77
Havering 003A,NHS Havering CCG,North East London,London,2.06
Havering 009C,NHS Havering CCG,North East London,London,1.03
Havering 003B,NHS Havering CCG,North East London,London,2.06
Redbridge 019B,NHS Redbridge CCG,North East London,London,1.37
Redbridge 034G,NHS Redbridge CCG,North East London,London,1.03
Redbridge 019A,NHS Redbridge CCG,North East London,London,1.37
Redbridge 019H,NHS Redbridge CCG,North East London,London,0.34
Redbridge 022D,NHS Redbridge CCG,North East London,London,0.34
Redbridge 019F,NHS Redbridge CCG,North East London,London,2.4
Redbridge 019C,NHS Redbridge CCG,North East London,London,5.49
Barking and Dagenham 001B,NHS Barking and Dagenham CCG,North East London,London,2.74
Barking and Dagenham 001D,NHS Barking and Dagenham CCG,North East London,London,1.71
Barking and Dagenham 001A,NHS Barking and Dagenham CCG,North East London,London,2.06
Redbridge 019E,NHS Redbridge CCG,North East London,London,1.37
Barking and Dagenham 001C,NHS Barking and Dagenham CCG,North East London,London,3.09
Redbridge 019D,NHS Redbridge CCG,North East London,London,2.06
Barking and Dagenham 002C,NHS Barking and Dagenham CCG,North East London,London,1.03
Barking and Dagenham 002E,NHS Barking and Dagenham CCG,North East London,London,1.37
Barking and Dagenham 002F,NHS Barking and Dagenham CCG,North East London,London,2.74
Barking and Dagenham 002A,NHS Barking and Dagenham CCG,North East London,London,1.71
Barking and Dagenham 002B,NHS Barking and Dagenham CCG,North East London,London,1.71
Havering 017E,NHS Havering CCG,North East London,London,1.37
Havering 017F,NHS Havering CCG,North East London,London,3.77
Havering 017C,NHS Havering CCG,North East London,London,1.71
Barking and Dagenham 003B,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 003C,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 003D,NHS Barking and Dagenham CCG,North East London,London,3.43
Havering 011A,NHS Havering CCG,North East London,London,2.06
Havering 013A,NHS Havering CCG,North East London,London,2.4
Havering 011B,NHS Havering CCG,North East London,London,3.09
Havering 011E,NHS Havering CCG,North East London,London,1.71
Havering 011D,NHS Havering CCG,North East London,London,3.77
Havering 011C,NHS Havering CCG,North East London,London,3.43
Havering 009B,NHS Havering CCG,North East London,London,2.06
Havering 017B,NHS Havering CCG,North East London,London,3.43
Havering 017A,NHS Havering CCG,North East London,London,3.09
Barking and Dagenham 023F,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 023E,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 002D,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 006C,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 004E,NHS Barking and Dagenham CCG,North East London,London,3.77
Barking and Dagenham 004D,NHS Barking and Dagenham CCG,North East London,London,1.03
Barking and Dagenham 023C,NHS Barking and Dagenham CCG,North East London,London,1.71
Barking and Dagenham 012C,NHS Barking and Dagenham CCG,North East London,London,1.03
Barking and Dagenham 017E,NHS Barking and Dagenham CCG,North East London,London,2.4
Barking and Dagenham 008A,NHS Barking and Dagenham CCG,North East London,London,1.03
Barking and Dagenham 008C,NHS Barking and Dagenham CCG,North East London,London,1.37
Barking and Dagenham 012B,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 008E,NHS Barking and Dagenham CCG,North East London,London,1.37
Barking and Dagenham 023A,NHS Barking and Dagenham CCG,North East London,London,0.34
Barking and Dagenham 023B,NHS Barking and Dagenham CCG,North East London,London,4.8
Barking and Dagenham 008B,NHS Barking and Dagenham CCG,North East London,London,2.4
Barking and Dagenham 008D,NHS Barking and Dagenham CCG,North East London,London,1.37
Barking and Dagenham 008F,NHS Barking and Dagenham CCG,North East London,London,1.71
Barking and Dagenham 007G,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 004A,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 007E,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 004C,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 004B,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 023D,NHS Barking and Dagenham CCG,North East London,London,3.77
Barking and Dagenham 007F,NHS Barking and Dagenham CCG,North East London,London,2.74
Barking and Dagenham 012D,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 012E,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 012A,NHS Barking and Dagenham CCG,North East London,London,0.34
Barking and Dagenham 017D,NHS Barking and Dagenham CCG,North East London,London,1.71
Barking and Dagenham 017C,NHS Barking and Dagenham CCG,North East London,London,1.71
Barking and Dagenham 018B,NHS Barking and Dagenham CCG,North East London,London,2.06
Barking and Dagenham 017A,NHS Barking and Dagenham CCG,North East London,London,1.37
Barking and Dagenham 009C,NHS Barking and Dagenham CCG,North East London,London,1.71
Barking and Dagenham 009E,NHS Barking and Dagenham CCG,North East London,London,2.74
Barking and Dagenham 007D,NHS Barking and Dagenham CCG,North East London,London,2.74
Barking and Dagenham 013A,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 013B,NHS Barking and Dagenham CCG,North East London,London,1.37
Barking and Dagenham 007B,NHS Barking and Dagenham CCG,North East London,London,1.37
Barking and Dagenham 007C,NHS Barking and Dagenham CCG,North East London,London,1.71
Barking and Dagenham 018D,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 018A,NHS Barking and Dagenham CCG,North East London,London,2.4
Barking and Dagenham 013D,NHS Barking and Dagenham CCG,North East London,London,0
Barking and Dagenham 013C,NHS Barking and Dagenham CCG,North East London,London,0.69
Barking and Dagenham 013F,NHS Barking and Dagenham CCG,North East London,London,1.37
Barking and Dagenham 020A,NHS Barking and Dagenham CCG,North East London,London,3.09
Barking and Dagenham 018C,NHS Barking and Dagenham CCG,North East London,London,2.06
Greenwich 036D,NHS Greenwich CCG,South East London,London,0.69
Greenwich 036E,NHS Greenwich CCG,South East London,London,0.69
Greenwich 037D,NHS Greenwich CCG,South East London,London,2.06
Greenwich 036B,NHS Greenwich CCG,South East London,London,1.37
Greenwich 037C,NHS Greenwich CCG,South East London,London,0.34
Lewisham 007C,NHS Lewisham CCG,South East London,London,1.71
Greenwich 038D,NHS Greenwich CCG,South East London,London,1.37
Lewisham 008F,NHS Lewisham CCG,South East London,London,0.34
Greenwich 038E,NHS Greenwich CCG,South East London,London,2.4
Greenwich 038C,NHS Greenwich CCG,South East London,London,0.34
Greenwich 035D,NHS Greenwich CCG,South East London,London,0.69
Greenwich 038B,NHS Greenwich CCG,South East London,London,0.34
Greenwich 035A,NHS Greenwich CCG,South East London,London,2.74
Greenwich 035C,NHS Greenwich CCG,South East London,London,0.34
Greenwich 037A,NHS Greenwich CCG,South East London,London,1.71
Greenwich 036C,NHS Greenwich CCG,South East London,London,2.06
Greenwich 037B,NHS Greenwich CCG,South East London,London,3.43
Southwark 034E,NHS Southwark CCG,South East London,London,1.71
Southwark 034D,NHS Southwark CCG,South East London,London,0.69
Southwark 002A,NHS Southwark CCG,South East London,London,0.69
Southwark 006E,NHS Southwark CCG,South East London,London,2.74
Southwark 002C,NHS Southwark CCG,South East London,London,2.06
Southwark 014G,NHS Southwark CCG,South East London,London,0.69
Lambeth 002B,NHS Lambeth CCG,South East London,London,2.06
Southwark 014F,NHS Southwark CCG,South East London,London,1.71
Lambeth 002C,NHS Lambeth CCG,South East London,London,5.14
Lambeth 003D,NHS Lambeth CCG,South East London,London,1.71
Southwark 034C,NHS Southwark CCG,South East London,London,1.37
Lambeth 003C,NHS Lambeth CCG,South East London,London,2.06
Lambeth 004G,NHS Lambeth CCG,South East London,London,0
Lambeth 004F,NHS Lambeth CCG,South East London,London,4.46
Lambeth 003E,NHS Lambeth CCG,South East London,London,4.11
Lambeth 003B,NHS Lambeth CCG,South East London,London,3.77
Lambeth 003A,NHS Lambeth CCG,South East London,London,1.37
Lambeth 005B,NHS Lambeth CCG,South East London,London,1.03
Lambeth 002E,NHS Lambeth CCG,South East London,London,1.71
Lambeth 002A,NHS Lambeth CCG,South East London,London,4.11
Lambeth 002D,NHS Lambeth CCG,South East London,London,2.4
Southwark 002B,NHS Southwark CCG,South East London,London,1.71
Southwark 002E,NHS Southwark CCG,South East London,London,0.34
Lewisham 023A,NHS Lewisham CCG,South East London,London,3.43
Lewisham 023D,NHS Lewisham CCG,South East London,London,2.06
Lewisham 023B,NHS Lewisham CCG,South East London,London,1.03
Lewisham 016B,NHS Lewisham CCG,South East London,London,1.03
Greenwich 028C,NHS Greenwich CCG,South East London,London,1.37
Greenwich 034D,NHS Greenwich CCG,South East London,London,2.06
Greenwich 034C,NHS Greenwich CCG,South East London,London,2.4
Lewisham 016D,NHS Lewisham CCG,South East London,London,1.37
Lewisham 013B,NHS Lewisham CCG,South East London,London,0
Lewisham 016C,NHS Lewisham CCG,South East London,London,1.71
Lewisham 013D,NHS Lewisham CCG,South East London,London,1.37
Greenwich 029D,NHS Greenwich CCG,South East London,London,2.06
Greenwich 029B,NHS Greenwich CCG,South East London,London,0.69
Lewisham 023E,NHS Lewisham CCG,South East London,London,2.06
Lewisham 016A,NHS Lewisham CCG,South East London,London,1.03
Lewisham 023C,NHS Lewisham CCG,South East London,London,1.71
Lewisham 031D,NHS Lewisham CCG,South East London,London,2.06
Lewisham 031A,NHS Lewisham CCG,South East London,London,1.37
Lewisham 031B,NHS Lewisham CCG,South East London,London,1.03
Southwark 003F,NHS Southwark CCG,South East London,London,0.34
Southwark 003I,NHS Southwark CCG,South East London,London,1.37
Southwark 003H,NHS Southwark CCG,South East London,London,0.69
Southwark 003G,NHS Southwark CCG,South East London,London,0
Southwark 003K,NHS Southwark CCG,South East London,London,0.34
Southwark 004E,NHS Southwark CCG,South East London,London,2.74
Southwark 003E,NHS Southwark CCG,South East London,London,1.37
Lewisham 012G,NHS Lewisham CCG,South East London,London,0
Lewisham 013A,NHS Lewisham CCG,South East London,London,2.4
Lewisham 007A,NHS Lewisham CCG,South East London,London,1.37
Lewisham 012A,NHS Lewisham CCG,South East London,London,4.8
Lewisham 013C,NHS Lewisham CCG,South East London,London,1.37
Lewisham 009D,NHS Lewisham CCG,South East London,London,1.03
Lewisham 012C,NHS Lewisham CCG,South East London,London,1.37
Lewisham 017F,NHS Lewisham CCG,South East London,London,0
Lewisham 017A,NHS Lewisham CCG,South East London,London,0.34
Lewisham 012F,NHS Lewisham CCG,South East London,London,3.43
Lewisham 012D,NHS Lewisham CCG,South East London,London,3.43
Lewisham 017B,NHS Lewisham CCG,South East London,London,1.03
Lewisham 017D,NHS Lewisham CCG,South East London,London,3.43
Lewisham 017E,NHS Lewisham CCG,South East London,London,1.37
Lewisham 011A,NHS Lewisham CCG,South East London,London,2.4
Lewisham 011D,NHS Lewisham CCG,South East London,London,2.06
Lewisham 007B,NHS Lewisham CCG,South East London,London,1.71
Lewisham 007E,NHS Lewisham CCG,South East London,London,1.03
Lewisham 020D,NHS Lewisham CCG,South East London,London,2.74
Lewisham 014B,NHS Lewisham CCG,South East London,London,0.34
Greenwich 038A,NHS Greenwich CCG,South East London,London,4.8
Lewisham 007D,NHS Lewisham CCG,South East London,London,2.4
Lewisham 012E,NHS Lewisham CCG,South East London,London,1.71
Lewisham 011C,NHS Lewisham CCG,South East London,London,1.03
Southwark 003A,NHS Southwark CCG,South East London,London,0.69
Southwark 003J,NHS Southwark CCG,South East London,London,0.34
Southwark 006F,NHS Southwark CCG,South East London,London,1.37
Lewisham 003B,NHS Lewisham CCG,South East London,London,2.4
Lewisham 003E,NHS Lewisham CCG,South East London,London,2.06
Lewisham 006A,NHS Lewisham CCG,South East London,London,3.09
Lewisham 006B,NHS Lewisham CCG,South East London,London,1.03
Lewisham 006C,NHS Lewisham CCG,South East London,London,1.71
Lewisham 003A,NHS Lewisham CCG,South East London,London,2.06
Lewisham 006D,NHS Lewisham CCG,South East London,London,1.03
Lewisham 006E,NHS Lewisham CCG,South East London,London,3.09
Lewisham 039C,NHS Lewisham CCG,South East London,London,2.06
Lewisham 003C,NHS Lewisham CCG,South East London,London,0.34
Lewisham 039A,NHS Lewisham CCG,South East London,London,1.37
Lewisham 039B,NHS Lewisham CCG,South East London,London,2.06
Lewisham 005E,NHS Lewisham CCG,South East London,London,1.37
Lewisham 005B,NHS Lewisham CCG,South East London,London,1.37
Southwark 009F,NHS Southwark CCG,South East London,London,4.8
Southwark 006A,NHS Southwark CCG,South East London,London,2.4
Southwark 006B,NHS Southwark CCG,South East London,London,1.71
Southwark 006D,NHS Southwark CCG,South East London,London,5.83
Southwark 009A,NHS Southwark CCG,South East London,London,0.34
Southwark 006C,NHS Southwark CCG,South East London,London,0.69
Southwark 022F,NHS Southwark CCG,South East London,London,4.11
Lewisham 003D,NHS Lewisham CCG,South East London,London,1.03
Southwark 018C,NHS Southwark CCG,South East London,London,3.09
Southwark 018B,NHS Southwark CCG,South East London,London,4.46
Southwark 018A,NHS Southwark CCG,South East London,London,4.11
Southwark 022E,NHS Southwark CCG,South East London,London,1.71
Southwark 026A,NHS Southwark CCG,South East London,London,1.03
Southwark 023E,NHS Southwark CCG,South East London,London,3.09
Southwark 023C,NHS Southwark CCG,South East London,London,5.14
