LSOA,CCG,stp,nhs_region,admissions
Hillingdon 031D,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 029B,NHS Hillingdon CCG,North West London,London,4.46
Hillingdon 022F,NHS Hillingdon CCG,North West London,London,3.09
Hillingdon 029D,NHS Hillingdon CCG,North West London,London,4.8
Hillingdon 022E,NHS Hillingdon CCG,North West London,London,3.77
Hillingdon 025A,NHS Hillingdon CCG,North West London,London,1.37
Hillingdon 025D,NHS Hillingdon CCG,North West London,London,0.69
Hillingdon 025E,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 029C,NHS Hillingdon CCG,North West London,London,2.4
Hillingdon 028E,NHS Hillingdon CCG,North West London,London,6.17
Hillingdon 029A,NHS Hillingdon CCG,North West London,London,1.03
Hillingdon 028D,NHS Hillingdon CCG,North West London,London,0.69
Hillingdon 028C,NHS Hillingdon CCG,North West London,London,2.4
Hillingdon 013C,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 015C,NHS Hillingdon CCG,North West London,London,3.09
Hillingdon 016C,NHS Hillingdon CCG,North West London,London,3.09
Hillingdon 015D,NHS Hillingdon CCG,North West London,London,1.37
Hillingdon 016F,NHS Hillingdon CCG,North West London,London,3.77
Hillingdon 022D,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 016D,NHS Hillingdon CCG,North West London,London,0.69
Hillingdon 022C,NHS Hillingdon CCG,North West London,London,2.4
Hillingdon 024A,NHS Hillingdon CCG,North West London,London,2.4
Hillingdon 019B,NHS Hillingdon CCG,North West London,London,2.4
Hillingdon 025B,NHS Hillingdon CCG,North West London,London,3.09
Hillingdon 017A,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 025C,NHS Hillingdon CCG,North West London,London,2.4
Hillingdon 022A,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 022B,NHS Hillingdon CCG,North West London,London,3.09
Hillingdon 015A,NHS Hillingdon CCG,North West London,London,2.74
Hillingdon 019A,NHS Hillingdon CCG,North West London,London,4.46
Hillingdon 017B,NHS Hillingdon CCG,North West London,London,3.09
Hillingdon 003E,NHS Hillingdon CCG,North West London,London,2.06
Hillingdon 003D,NHS Hillingdon CCG,North West London,London,1.71
Hillingdon 003C,NHS Hillingdon CCG,North West London,London,2.4
Hillingdon 003B,NHS Hillingdon CCG,North West London,London,1.37
Hillingdon 003A,NHS Hillingdon CCG,North West London,London,1.37
Westminster 004B,NHS West London CCG,North West London,London,1.71
Westminster 004E,NHS West London CCG,North West London,London,2.74
Westminster 004C,NHS West London CCG,North West London,London,2.06
Westminster 004D,NHS West London CCG,North West London,London,2.4
Westminster 005F,NHS West London CCG,North West London,London,2.06
Ealing 018D,NHS Ealing CCG,North West London,London,2.4
Kensington and Chelsea 001A,NHS West London CCG,North West London,London,4.46
Kensington and Chelsea 001E,NHS West London CCG,North West London,London,1.71
Kensington and Chelsea 002D,NHS West London CCG,North West London,London,2.06
Westminster 010G,NHS West London CCG,North West London,London,1.03
Kensington and Chelsea 002A,NHS West London CCG,North West London,London,1.71
Kensington and Chelsea 001D,NHS West London CCG,North West London,London,1.71
Kensington and Chelsea 001B,NHS West London CCG,North West London,London,1.37
Kensington and Chelsea 004E,NHS West London CCG,North West London,London,0.69
Kensington and Chelsea 001C,NHS West London CCG,North West London,London,4.11
Kensington and Chelsea 002C,NHS West London CCG,North West London,London,3.09
Kensington and Chelsea 002B,NHS West London CCG,North West London,London,1.37
Kensington and Chelsea 003E,NHS West London CCG,North West London,London,2.74
Kensington and Chelsea 003C,NHS West London CCG,North West London,London,2.06
Kensington and Chelsea 003D,NHS West London CCG,North West London,London,2.06
Kensington and Chelsea 003A,NHS West London CCG,North West London,London,3.09
Kensington and Chelsea 005D,NHS West London CCG,North West London,London,2.74
Kensington and Chelsea 003B,NHS West London CCG,North West London,London,4.8
Westminster 014F,NHS West London CCG,North West London,London,0.69
Westminster 014E,NHS West London CCG,North West London,London,2.4
Kensington and Chelsea 004B,NHS West London CCG,North West London,London,2.4
Kensington and Chelsea 004A,NHS West London CCG,North West London,London,2.06
Kensington and Chelsea 004C,NHS West London CCG,North West London,London,0.34
Kensington and Chelsea 005C,NHS West London CCG,North West London,London,2.74
Kensington and Chelsea 004D,NHS West London CCG,North West London,London,2.06
Kensington and Chelsea 007A,NHS West London CCG,North West London,London,0.69
Kensington and Chelsea 007D,NHS West London CCG,North West London,London,0.34
Kensington and Chelsea 007E,NHS West London CCG,North West London,London,0.69
Kensington and Chelsea 006A,NHS West London CCG,North West London,London,0.69
Kensington and Chelsea 006E,NHS West London CCG,North West London,London,0.69
Kensington and Chelsea 006B,NHS West London CCG,North West London,London,2.4
Kensington and Chelsea 009D,NHS West London CCG,North West London,London,0.69
Kensington and Chelsea 005B,NHS West London CCG,North West London,London,2.06
Kensington and Chelsea 005E,NHS West London CCG,North West London,London,0.34
Kensington and Chelsea 005A,NHS West London CCG,North West London,London,0.69
Kensington and Chelsea 007B,NHS West London CCG,North West London,London,1.37
Kensington and Chelsea 007C,NHS West London CCG,North West London,London,0
Hammersmith and Fulham 004B,NHS Hammersmith and Fulham CCG,North West London,London,1.37
Hammersmith and Fulham 001E,NHS Hammersmith and Fulham CCG,North West London,London,2.74
Hammersmith and Fulham 001C,NHS Hammersmith and Fulham CCG,North West London,London,3.09
Hammersmith and Fulham 001B,NHS Hammersmith and Fulham CCG,North West London,London,2.74
Hammersmith and Fulham 001A,NHS Hammersmith and Fulham CCG,North West London,London,2.06
Hammersmith and Fulham 003D,NHS Hammersmith and Fulham CCG,North West London,London,1.71
Hammersmith and Fulham 003B,NHS Hammersmith and Fulham CCG,North West London,London,0.69
Hammersmith and Fulham 003A,NHS Hammersmith and Fulham CCG,North West London,London,2.06
Hammersmith and Fulham 002A,NHS Hammersmith and Fulham CCG,North West London,London,2.4
Hammersmith and Fulham 003C,NHS Hammersmith and Fulham CCG,North West London,London,2.06
Hammersmith and Fulham 002C,NHS Hammersmith and Fulham CCG,North West London,London,2.06
Hammersmith and Fulham 004C,NHS Hammersmith and Fulham CCG,North West London,London,1.71
Hammersmith and Fulham 002D,NHS Hammersmith and Fulham CCG,North West London,London,2.06
Hammersmith and Fulham 004D,NHS Hammersmith and Fulham CCG,North West London,London,1.37
Hammersmith and Fulham 002B,NHS Hammersmith and Fulham CCG,North West London,London,1.71
Hammersmith and Fulham 004A,NHS Hammersmith and Fulham CCG,North West London,London,2.06
Hammersmith and Fulham 005A,NHS Hammersmith and Fulham CCG,North West London,London,1.03
Hammersmith and Fulham 005C,NHS Hammersmith and Fulham CCG,North West London,London,0.34
Hammersmith and Fulham 005B,NHS Hammersmith and Fulham CCG,North West London,London,1.03
Hammersmith and Fulham 005D,NHS Hammersmith and Fulham CCG,North West London,London,1.71
Hammersmith and Fulham 007D,NHS Hammersmith and Fulham CCG,North West London,London,1.71
Hammersmith and Fulham 006C,NHS Hammersmith and Fulham CCG,North West London,London,1.37
Hammersmith and Fulham 006E,NHS Hammersmith and Fulham CCG,North West London,London,2.74
Hammersmith and Fulham 006D,NHS Hammersmith and Fulham CCG,North West London,London,0.34
Hammersmith and Fulham 008B,NHS Hammersmith and Fulham CCG,North West London,London,1.71
Hammersmith and Fulham 006A,NHS Hammersmith and Fulham CCG,North West London,London,2.4
Hammersmith and Fulham 006B,NHS Hammersmith and Fulham CCG,North West London,London,0
Hammersmith and Fulham 008C,NHS Hammersmith and Fulham CCG,North West London,London,0.69
Ealing 016A,NHS Ealing CCG,North West London,London,2.4
Ealing 018A,NHS Ealing CCG,North West London,London,1.71
Ealing 018B,NHS Ealing CCG,North West London,London,1.37
Ealing 028A,NHS Ealing CCG,North West London,London,1.37
Ealing 018F,NHS Ealing CCG,North West London,London,1.71
Ealing 018E,NHS Ealing CCG,North West London,London,1.37
Ealing 019B,NHS Ealing CCG,North West London,London,1.03
Ealing 019D,NHS Ealing CCG,North West London,London,0.34
Ealing 019A,NHS Ealing CCG,North West London,London,2.06
Ealing 028F,NHS Ealing CCG,North West London,London,1.71
Ealing 028D,NHS Ealing CCG,North West London,London,1.03
Ealing 028E,NHS Ealing CCG,North West London,London,2.4
Ealing 032B,NHS Ealing CCG,North West London,London,1.37
Ealing 032C,NHS Ealing CCG,North West London,London,1.37
Ealing 032D,NHS Ealing CCG,North West London,London,2.06
Ealing 035D,NHS Ealing CCG,North West London,London,1.37
Ealing 035C,NHS Ealing CCG,North West London,London,1.71
Ealing 035B,NHS Ealing CCG,North West London,London,3.09
Hammersmith and Fulham 007A,NHS Hammersmith and Fulham CCG,North West London,London,0.69
Hammersmith and Fulham 007C,NHS Hammersmith and Fulham CCG,North West London,London,1.03
Hammersmith and Fulham 012A,NHS Hammersmith and Fulham CCG,North West London,London,1.71
Hammersmith and Fulham 010A,NHS Hammersmith and Fulham CCG,North West London,London,1.03
Hammersmith and Fulham 010B,NHS Hammersmith and Fulham CCG,North West London,London,1.03
Hammersmith and Fulham 010E,NHS Hammersmith and Fulham CCG,North West London,London,0.34
Hammersmith and Fulham 012E,NHS Hammersmith and Fulham CCG,North West London,London,0.69
Kensington and Chelsea 009E,NHS West London CCG,North West London,London,0.34
Kensington and Chelsea 009B,NHS West London CCG,North West London,London,0
Kensington and Chelsea 009A,NHS West London CCG,North West London,London,2.06
Kensington and Chelsea 009C,NHS West London CCG,North West London,London,2.74
Kensington and Chelsea 015A,NHS West London CCG,North West London,London,2.06
Hammersmith and Fulham 012C,NHS Hammersmith and Fulham CCG,North West London,London,1.03
Hammersmith and Fulham 012D,NHS Hammersmith and Fulham CCG,North West London,London,1.03
Hammersmith and Fulham 012F,NHS Hammersmith and Fulham CCG,North West London,London,1.03
Hammersmith and Fulham 014D,NHS Hammersmith and Fulham CCG,North West London,London,0
Hammersmith and Fulham 014B,NHS Hammersmith and Fulham CCG,North West London,London,2.06
Hammersmith and Fulham 015B,NHS Hammersmith and Fulham CCG,North West London,London,0.34
Hammersmith and Fulham 015E,NHS Hammersmith and Fulham CCG,North West London,London,1.03
Hammersmith and Fulham 015C,NHS Hammersmith and Fulham CCG,North West London,London,1.71
Hammersmith and Fulham 014C,NHS Hammersmith and Fulham CCG,North West London,London,1.37
Hammersmith and Fulham 015D,NHS Hammersmith and Fulham CCG,North West London,London,0.69
Westminster 013E,NHS Central London (Westminster) CCG,North West London,London,0.69
Westminster 013B,NHS Central London (Westminster) CCG,North West London,London,0.69
Westminster 013F,NHS Central London (Westminster) CCG,North West London,London,3.43
Westminster 011C,NHS Central London (Westminster) CCG,North West London,London,2.06
Westminster 011A,NHS Central London (Westminster) CCG,North West London,London,1.03
Westminster 012D,NHS Central London (Westminster) CCG,North West London,London,1.03
Westminster 012C,NHS Central London (Westminster) CCG,North West London,London,0.69
Westminster 012E,NHS Central London (Westminster) CCG,North West London,London,2.06
Westminster 012B,NHS Central London (Westminster) CCG,North West London,London,1.03
Westminster 012A,NHS Central London (Westminster) CCG,North West London,London,1.03
Westminster 018D,NHS Central London (Westminster) CCG,North West London,London,0.69
Westminster 011E,NHS Central London (Westminster) CCG,North West London,London,0.69
Camden 026A,NHS Camden CCG,North Central London,London,0.69
Camden 026B,NHS Camden CCG,North Central London,London,0.34
Camden 026D,NHS Camden CCG,North Central London,London,1.03
Westminster 011B,NHS Central London (Westminster) CCG,North West London,London,1.37
Westminster 008C,NHS Central London (Westminster) CCG,North West London,London,0.34
Westminster 011D,NHS Central London (Westminster) CCG,North West London,London,0.34
Westminster 008B,NHS Central London (Westminster) CCG,North West London,London,1.71
Westminster 013A,NHS Central London (Westminster) CCG,North West London,London,2.06
Westminster 013D,NHS Central London (Westminster) CCG,North West London,London,1.37
Westminster 015F,NHS West London CCG,North West London,London,0.34
Westminster 009K,NHS Central London (Westminster) CCG,North West London,London,4.46
Ealing 033E,NHS Ealing CCG,North West London,London,1.37
Westminster 015G,NHS West London CCG,North West London,London,0.69
Westminster 009E,NHS Central London (Westminster) CCG,North West London,London,1.37
Westminster 015A,NHS Central London (Westminster) CCG,North West London,London,1.03
Westminster 015C,NHS Central London (Westminster) CCG,North West London,London,1.03
Westminster 015E,NHS Central London (Westminster) CCG,North West London,London,1.03
Westminster 015B,NHS Central London (Westminster) CCG,North West London,London,1.03
Westminster 016E,NHS West London CCG,North West London,London,2.74
Westminster 016C,NHS West London CCG,North West London,London,1.03
Westminster 016B,NHS West London CCG,North West London,London,0.69
Westminster 017C,NHS West London CCG,North West London,London,1.37
Westminster 017E,NHS West London CCG,North West London,London,0.69
Westminster 017F,NHS West London CCG,North West London,London,1.03
Kensington and Chelsea 006C,NHS West London CCG,North West London,London,0.69
Kensington and Chelsea 006D,NHS West London CCG,North West London,London,0.69
Westminster 017B,NHS West London CCG,North West London,London,1.37
Westminster 014B,NHS West London CCG,North West London,London,3.09
Westminster 014G,NHS West London CCG,North West London,London,1.03
Westminster 014A,NHS West London CCG,North West London,London,1.03
Westminster 010F,NHS West London CCG,North West London,London,2.74
Westminster 007F,NHS Central London (Westminster) CCG,North West London,London,1.03
Westminster 007G,NHS Central London (Westminster) CCG,North West London,London,1.71
Westminster 017A,NHS West London CCG,North West London,London,2.74
Westminster 014D,NHS West London CCG,North West London,London,4.11
Westminster 016D,NHS West London CCG,North West London,London,0.34
Westminster 017D,NHS West London CCG,North West London,London,2.4
Westminster 016A,NHS West London CCG,North West London,London,1.37
Westminster 010C,NHS Central London (Westminster) CCG,North West London,London,2.06
Ealing 021A,NHS Ealing CCG,North West London,London,1.03
Ealing 020G,NHS Ealing CCG,North West London,London,0.34
Ealing 015E,NHS Ealing CCG,North West London,London,3.09
Ealing 015A,NHS Ealing CCG,North West London,London,3.43
Ealing 025D,NHS Ealing CCG,North West London,London,1.03
Ealing 025C,NHS Ealing CCG,North West London,London,3.77
Ealing 021C,NHS Ealing CCG,North West London,London,2.4
Ealing 021D,NHS Ealing CCG,North West London,London,2.4
Ealing 025A,NHS Ealing CCG,North West London,London,0.34
Ealing 025B,NHS Ealing CCG,North West London,London,2.06
Ealing 015B,NHS Ealing CCG,North West London,London,1.03
Ealing 024B,NHS Ealing CCG,North West London,London,1.37
Hammersmith and Fulham 008A,NHS Hammersmith and Fulham CCG,North West London,London,2.06
Ealing 024E,NHS Ealing CCG,North West London,London,2.74
Ealing 024D,NHS Ealing CCG,North West London,London,1.37
Ealing 024C,NHS Ealing CCG,North West London,London,1.37
Ealing 024A,NHS Ealing CCG,North West London,London,0.69
Ealing 034D,NHS Ealing CCG,North West London,London,0.34
Ealing 024F,NHS Ealing CCG,North West London,London,1.37
Ealing 033D,NHS Ealing CCG,North West London,London,2.74
Ealing 033A,NHS Ealing CCG,North West London,London,1.37
Hounslow 029B,NHS Hounslow CCG,North West London,London,2.4
Ealing 033B,NHS Ealing CCG,North West London,London,0.34
Ealing 033C,NHS Ealing CCG,North West London,London,3.09
Ealing 027A,NHS Ealing CCG,North West London,London,2.4
Ealing 025E,NHS Ealing CCG,North West London,London,3.43
Ealing 021B,NHS Ealing CCG,North West London,London,1.03
Ealing 027C,NHS Ealing CCG,North West London,London,2.06
Ealing 027E,NHS Ealing CCG,North West London,London,5.14
Ealing 034A,NHS Ealing CCG,North West London,London,0.34
Ealing 034C,NHS Ealing CCG,North West London,London,1.37
Ealing 040D,NHS Ealing CCG,North West London,London,1.71
Hounslow 029D,NHS Hounslow CCG,North West London,London,2.06
Ealing 034B,NHS Ealing CCG,North West London,London,2.06
Hounslow 001C,NHS Hounslow CCG,North West London,London,1.37
Hounslow 001A,NHS Hounslow CCG,North West London,London,1.71
Hounslow 001B,NHS Hounslow CCG,North West London,London,0.69
Hounslow 007E,NHS Hounslow CCG,North West London,London,3.43
