,LSOA,CCG,stp,nhs_region,admissions,LSOA01,WD03CD,WD03NM,data_hosp,Preferred_unit_name,Preferred_unit_postcode
4325,Ealing 017C,NHS Ealing CCG,North West London,London,1.71,Ealing 017C,00AJGP,Lady Margaret,Hillingdon Hospital,Hillingdon SU,UB83NN
4326,Ealing 017B,NHS Ealing CCG,North West London,London,3.09,Ealing 017B,00AJGP,Lady Margaret,Hillingdon Hospital,Hillingdon SU,UB83NN
4327,Ealing 014E,NHS Ealing CCG,North West London,London,2.74,Ealing 014E,00AJGP,Lady Margaret,Hillingdon Hospital,Hillingdon SU,UB83NN
4328,Ealing 029E,NHS Ealing CCG,North West London,London,3.43,Ealing 029E,00AJGU,Norwood Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4329,Ealing 029A,NHS Ealing CCG,North West London,London,3.09,Ealing 029A,00AJGE,Dormers Wells,Hillingdon Hospital,Hillingdon SU,UB83NN
4330,Ealing 029B,NHS Ealing CCG,North West London,London,1.03,Ealing 029B,00AJGE,Dormers Wells,Hillingdon Hospital,Hillingdon SU,UB83NN
4331,Ealing 012A,NHS Ealing CCG,North West London,London,5.14,Ealing 012A,00AJGE,Dormers Wells,Hillingdon Hospital,Hillingdon SU,UB83NN
4332,Ealing 023D,NHS Ealing CCG,North West London,London,2.74,Ealing 023D,00AJGE,Dormers Wells,Hillingdon Hospital,Hillingdon SU,UB83NN
4333,Ealing 038A,NHS Ealing CCG,North West London,London,5.49,Ealing 038A,00AJGU,Norwood Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4334,Ealing 038D,NHS Ealing CCG,North West London,London,2.74,Ealing 038D,00AJGZ,Southall Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4335,Ealing 038C,NHS Ealing CCG,North West London,London,0.34,Ealing 038C,00AJGU,Norwood Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4336,Ealing 038B,NHS Ealing CCG,North West London,London,6.52,Ealing 038B,00AJGU,Norwood Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4337,Ealing 029C,NHS Ealing CCG,North West London,London,2.74,Ealing 029C,00AJGU,Norwood Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4338,Ealing 029F,NHS Ealing CCG,North West London,London,0.34,Ealing 029F,00AJGU,Norwood Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4339,Ealing 029D,NHS Ealing CCG,North West London,London,1.71,Ealing 029D,00AJGU,Norwood Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4340,Ealing 029G,NHS Ealing CCG,North West London,London,3.09,Ealing 029G,00AJGU,Norwood Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4341,Ealing 037B,NHS Ealing CCG,North West London,London,2.06,Ealing 037B,00AJGZ,Southall Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4342,Ealing 037G,NHS Ealing CCG,North West London,London,2.06,Ealing 037G,00AJGZ,Southall Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4343,Ealing 037A,NHS Ealing CCG,North West London,London,3.43,Ealing 037A,00AJGZ,Southall Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4344,Ealing 037C,NHS Ealing CCG,North West London,London,2.74,Ealing 037C,00AJGZ,Southall Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4345,Ealing 037D,NHS Ealing CCG,North West London,London,2.74,Ealing 037D,00AJGZ,Southall Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4346,Hounslow 005C,NHS Hounslow CCG,North West London,London,0.69,Hounslow 005C,00ATGK,Heston West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4347,Ealing 037E,NHS Ealing CCG,North West London,London,4.46,Ealing 037E,00AJGZ,Southall Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4348,Ealing 037F,NHS Ealing CCG,North West London,London,2.06,Ealing 037F,00AJGZ,Southall Green,Hillingdon Hospital,Hillingdon SU,UB83NN
4349,Hounslow 004B,NHS Hounslow CCG,North West London,London,2.06,Hounslow 004B,00ATGJ,Heston East,West Middlesex University Hospital,W Middlesex SU,TW76AF
4350,Hounslow 005D,NHS Hounslow CCG,North West London,London,2.74,Hounslow 005D,00ATGK,Heston West,West Middlesex University Hospital,W Middlesex SU,TW76AF
4351,Hounslow 004E,NHS Hounslow CCG,North West London,London,0.69,Hounslow 004E,00ATGJ,Heston East,West Middlesex University Hospital,W Middlesex SU,TW76AF
4352,Hillingdon 027A,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 027A,00ASGH,Botwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4353,Hillingdon 027B,NHS Hillingdon CCG,North West London,London,2.74,Hillingdon 027B,00ASGH,Botwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4354,Hillingdon 030D,NHS Hillingdon CCG,North West London,London,4.11,Hillingdon 030D,00ASGW,Pinkwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4355,Hillingdon 030B,NHS Hillingdon CCG,North West London,London,0.69,Hillingdon 030B,00ASGW,Pinkwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4356,Hillingdon 028A,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 028A,00ASGW,Pinkwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4357,Hillingdon 028B,NHS Hillingdon CCG,North West London,London,2.74,Hillingdon 028B,00ASGW,Pinkwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4358,Hillingdon 026C,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 026C,00ASGY,Townfield,Hillingdon Hospital,Hillingdon SU,UB83NN
4359,Hillingdon 026E,NHS Hillingdon CCG,North West London,London,2.74,Hillingdon 026E,00ASGY,Townfield,Hillingdon Hospital,Hillingdon SU,UB83NN
4360,Hillingdon 027D,NHS Hillingdon CCG,North West London,London,5.14,Hillingdon 027D,00ASGY,Townfield,Hillingdon Hospital,Hillingdon SU,UB83NN
4361,Hillingdon 024E,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 024E,00ASGH,Botwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4362,Hillingdon 024D,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 024D,00ASGH,Botwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4363,Hillingdon 024C,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 024C,00ASGH,Botwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4364,Hillingdon 024B,NHS Hillingdon CCG,North West London,London,3.43,Hillingdon 024B,00ASGH,Botwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4365,Hillingdon 026B,NHS Hillingdon CCG,North West London,London,2.4,Hillingdon 026B,00ASGY,Townfield,Hillingdon Hospital,Hillingdon SU,UB83NN
4366,Hillingdon 027E,NHS Hillingdon CCG,North West London,London,3.77,Hillingdon 027E,00ASGY,Townfield,Hillingdon Hospital,Hillingdon SU,UB83NN
4367,Hillingdon 027F,NHS Hillingdon CCG,North West London,London,3.43,Hillingdon 027F,00ASGY,Townfield,Hillingdon Hospital,Hillingdon SU,UB83NN
4368,Hillingdon 032E,NHS Hillingdon CCG,North West London,London,3.43,Hillingdon 032E,00ASGW,Pinkwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4369,Hillingdon 030C,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 030C,00ASGW,Pinkwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4370,Hillingdon 030E,NHS Hillingdon CCG,North West London,London,2.74,Hillingdon 030E,00ASGW,Pinkwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4371,Hillingdon 032D,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 032D,00ASGW,Pinkwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4372,Hillingdon 030A,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 030A,00ASGH,Botwell,Hillingdon Hospital,Hillingdon SU,UB83NN
4373,Hillingdon 031C,NHS Hillingdon CCG,North West London,London,0.34,Hillingdon 031C,00ASGP,Heathrow Villages,Hillingdon Hospital,Hillingdon SU,UB83NN
4374,Hillingdon 032B,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 032B,00ASGP,Heathrow Villages,Hillingdon Hospital,Hillingdon SU,UB83NN
4375,Hillingdon 032C,NHS Hillingdon CCG,North West London,London,0.34,Hillingdon 032C,00ASGP,Heathrow Villages,Hillingdon Hospital,Hillingdon SU,UB83NN
4376,Hillingdon 021A,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 021A,00ASGG,Barnhill,Hillingdon Hospital,Hillingdon SU,UB83NN
4377,Hillingdon 021E,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 021E,00ASGG,Barnhill,Hillingdon Hospital,Hillingdon SU,UB83NN
4378,Hillingdon 021B,NHS Hillingdon CCG,North West London,London,0,Hillingdon 021B,00ASGG,Barnhill,Hillingdon Hospital,Hillingdon SU,UB83NN
4379,Hillingdon 026A,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 026A,00ASGG,Barnhill,Hillingdon Hospital,Hillingdon SU,UB83NN
4380,Hillingdon 026D,NHS Hillingdon CCG,North West London,London,2.4,Hillingdon 026D,00ASGY,Townfield,Hillingdon Hospital,Hillingdon SU,UB83NN
4381,Hillingdon 023E,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 023E,00ASHD,Yeading,Hillingdon Hospital,Hillingdon SU,UB83NN
4382,Hillingdon 023D,NHS Hillingdon CCG,North West London,London,1.37,Hillingdon 023D,00ASHD,Yeading,Hillingdon Hospital,Hillingdon SU,UB83NN
4383,Hillingdon 021D,NHS Hillingdon CCG,North West London,London,2.74,Hillingdon 021D,00ASGG,Barnhill,Hillingdon Hospital,Hillingdon SU,UB83NN
4384,Hillingdon 021C,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 021C,00ASGG,Barnhill,Hillingdon Hospital,Hillingdon SU,UB83NN
4385,Hillingdon 018E,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 018E,00ASGL,Charville,Hillingdon Hospital,Hillingdon SU,UB83NN
4386,Hillingdon 018A,NHS Hillingdon CCG,North West London,London,2.06,Hillingdon 018A,00ASGL,Charville,Hillingdon Hospital,Hillingdon SU,UB83NN
4387,Hillingdon 021F,NHS Hillingdon CCG,North West London,London,3.09,Hillingdon 021F,00ASGL,Charville,Hillingdon Hospital,Hillingdon SU,UB83NN
4388,Hillingdon 018B,NHS Hillingdon CCG,North West London,London,2.4,Hillingdon 018B,00ASGL,Charville,Hillingdon Hospital,Hillingdon SU,UB83NN
4389,Hillingdon 018D,NHS Hillingdon CCG,North West London,London,3.09,Hillingdon 018D,00ASGL,Charville,Hillingdon Hospital,Hillingdon SU,UB83NN
4390,Hillingdon 018F,NHS Hillingdon CCG,North West London,London,4.11,Hillingdon 018F,00ASGL,Charville,Hillingdon Hospital,Hillingdon SU,UB83NN
4391,Hillingdon 027C,NHS Hillingdon CCG,North West London,London,4.11,Hillingdon 027C,00ASGY,Townfield,Hillingdon Hospital,Hillingdon SU,UB83NN
4392,Hillingdon 019C,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 019C,00ASGL,Charville,Hillingdon Hospital,Hillingdon SU,UB83NN
4393,Hillingdon 018C,NHS Hillingdon CCG,North West London,London,2.74,Hillingdon 018C,00ASGL,Charville,Hillingdon Hospital,Hillingdon SU,UB83NN
4394,Hillingdon 020D,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 020D,00ASHD,Yeading,Hillingdon Hospital,Hillingdon SU,UB83NN
4395,Hillingdon 020E,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 020E,00ASHD,Yeading,Hillingdon Hospital,Hillingdon SU,UB83NN
4396,Hillingdon 020B,NHS Hillingdon CCG,North West London,London,1.03,Hillingdon 020B,00ASGG,Barnhill,Hillingdon Hospital,Hillingdon SU,UB83NN
4397,Hillingdon 020A,NHS Hillingdon CCG,North West London,London,1.37,Hillingdon 020A,00ASGG,Barnhill,Hillingdon Hospital,Hillingdon SU,UB83NN
4398,Hillingdon 020C,NHS Hillingdon CCG,North West London,London,1.37,Hillingdon 020C,00ASHD,Yeading,Hillingdon Hospital,Hillingdon SU,UB83NN
4399,Hillingdon 023A,NHS Hillingdon CCG,North West London,London,1.71,Hillingdon 023A,00ASHD,Yeading,Hillingdon Hospital,Hillingdon SU,UB83NN
4400,Hillingdon 023C,NHS Hillingdon CCG,North West London,London,1.03,Hillingdon 023C,00ASHD,Yeading,Hillingdon Hospital,Hillingdon SU,UB83NN
4401,Hillingdon 023B,NHS Hillingdon CCG,North West London,London,1.37,Hillingdon 023B,00ASHD,Yeading,Hillingdon Hospital,Hillingdon SU,UB83NN
4402,Ealing 003C,NHS Ealing CCG,North West London,London,6.52,Ealing 003C,00AJGS,Northolt Mandeville,Northwick Park Hospital,Northwick Park SU,HA13UJ
4403,Harrow 031E,NHS Harrow CCG,North West London,London,1.37,Harrow 031E,00AQGR,Roxeth,Northwick Park Hospital,Northwick Park SU,HA13UJ
4404,Ealing 003D,NHS Ealing CCG,North West London,London,3.09,Ealing 003D,00AJGS,Northolt Mandeville,Northwick Park Hospital,Northwick Park SU,HA13UJ
4405,Ealing 003B,NHS Ealing CCG,North West London,London,0.69,Ealing 003B,00AJGS,Northolt Mandeville,Northwick Park Hospital,Northwick Park SU,HA13UJ
4406,Ealing 004B,NHS Ealing CCG,North West London,London,1.37,Ealing 004B,00AJGS,Northolt Mandeville,Northwick Park Hospital,Northwick Park SU,HA13UJ
4407,Ealing 001D,NHS Ealing CCG,North West London,London,1.03,Ealing 001D,00AJGR,North Greenford,Northwick Park Hospital,Northwick Park SU,HA13UJ
4408,Ealing 001C,NHS Ealing CCG,North West London,London,3.43,Ealing 001C,00AJGR,North Greenford,Northwick Park Hospital,Northwick Park SU,HA13UJ
4409,Ealing 004A,NHS Ealing CCG,North West London,London,2.4,Ealing 004A,00AJGL,Greenford Green,Northwick Park Hospital,Northwick Park SU,HA13UJ
4410,Ealing 003A,NHS Ealing CCG,North West London,London,1.37,Ealing 003A,00AJGS,Northolt Mandeville,Northwick Park Hospital,Northwick Park SU,HA13UJ
4411,Ealing 004D,NHS Ealing CCG,North West London,London,0.69,Ealing 004D,00AJGS,Northolt Mandeville,Northwick Park Hospital,Northwick Park SU,HA13UJ
4412,Ealing 003F,NHS Ealing CCG,North West London,London,4.11,Ealing 003F,00AJGS,Northolt Mandeville,Northwick Park Hospital,Northwick Park SU,HA13UJ
4413,Ealing 004C,NHS Ealing CCG,North West London,London,1.37,Ealing 004C,00AJGS,Northolt Mandeville,Northwick Park Hospital,Northwick Park SU,HA13UJ
4414,Ealing 008C,NHS Ealing CCG,North West London,London,3.09,Ealing 008C,00AJGT,Northolt West End,Hillingdon Hospital,Hillingdon SU,UB83NN
4415,Ealing 009C,NHS Ealing CCG,North West London,London,1.71,Ealing 009C,00AJGT,Northolt West End,Hillingdon Hospital,Hillingdon SU,UB83NN
4416,Ealing 008B,NHS Ealing CCG,North West London,London,2.06,Ealing 008B,00AJGT,Northolt West End,Hillingdon Hospital,Hillingdon SU,UB83NN
4417,Ealing 003E,NHS Ealing CCG,North West London,London,0.69,Ealing 003E,00AJGS,Northolt Mandeville,Northwick Park Hospital,Northwick Park SU,HA13UJ
4418,Ealing 010F,NHS Ealing CCG,North West London,London,1.03,Ealing 010A,00AJGK,Greenford Broadway,Northwick Park Hospital,Northwick Park SU,HA13UJ
4419,Ealing 010G,NHS Ealing CCG,North West London,London,5.83,Ealing 010A,00AJGK,Greenford Broadway,Northwick Park Hospital,Northwick Park SU,HA13UJ
4420,Ealing 008E,NHS Ealing CCG,North West London,London,1.71,Ealing 008E,00AJGT,Northolt West End,Hillingdon Hospital,Hillingdon SU,UB83NN
4421,Ealing 008A,NHS Ealing CCG,North West London,London,1.71,Ealing 008A,00AJGK,Greenford Broadway,Northwick Park Hospital,Northwick Park SU,HA13UJ
4422,Ealing 009E,NHS Ealing CCG,North West London,London,0.69,Ealing 009E,00AJGT,Northolt West End,Hillingdon Hospital,Hillingdon SU,UB83NN
4423,Ealing 008D,NHS Ealing CCG,North West London,London,1.71,Ealing 008D,00AJGT,Northolt West End,Hillingdon Hospital,Hillingdon SU,UB83NN
4424,Ealing 009B,NHS Ealing CCG,North West London,London,2.06,Ealing 009B,00AJGT,Northolt West End,Hillingdon Hospital,Hillingdon SU,UB83NN
4425,Ealing 009D,NHS Ealing CCG,North West London,London,2.74,Ealing 009D,00AJGT,Northolt West End,Hillingdon Hospital,Hillingdon SU,UB83NN
4426,Ealing 009A,NHS Ealing CCG,North West London,London,3.77,Ealing 009A,00AJGT,Northolt West End,Hillingdon Hospital,Hillingdon SU,UB83NN
4427,Ealing 010D,NHS Ealing CCG,North West London,London,1.03,Ealing 010D,00AJGK,Greenford Broadway,Northwick Park Hospital,Northwick Park SU,HA13UJ
4428,Ealing 001B,NHS Ealing CCG,North West London,London,1.71,Ealing 001B,00AJGL,Greenford Green,Northwick Park Hospital,Northwick Park SU,HA13UJ
4429,Ealing 001A,NHS Ealing CCG,North West London,London,3.43,Ealing 001A,00AJGL,Greenford Green,Northwick Park Hospital,Northwick Park SU,HA13UJ
4430,Ealing 002C,NHS Ealing CCG,North West London,London,3.77,Ealing 002C,00AJGR,North Greenford,Northwick Park Hospital,Northwick Park SU,HA13UJ
4431,Ealing 002D,NHS Ealing CCG,North West London,London,3.09,Ealing 002D,00AJGR,North Greenford,Northwick Park Hospital,Northwick Park SU,HA13UJ
4432,Ealing 002A,NHS Ealing CCG,North West London,London,1.03,Ealing 002A,00AJGR,North Greenford,Northwick Park Hospital,Northwick Park SU,HA13UJ
4433,Ealing 002B,NHS Ealing CCG,North West London,London,3.43,Ealing 002B,00AJGR,North Greenford,Northwick Park Hospital,Northwick Park SU,HA13UJ
4434,Ealing 001E,NHS Ealing CCG,North West London,London,1.71,Ealing 001E,00AJGR,North Greenford,Northwick Park Hospital,Northwick Park SU,HA13UJ
4435,Ealing 005A,NHS Ealing CCG,North West London,London,1.37,Ealing 005A,00AJGW,Perivale,Northwick Park Hospital,Northwick Park SU,HA13UJ
4436,Ealing 005B,NHS Ealing CCG,North West London,London,1.37,Ealing 005B,00AJGW,Perivale,Northwick Park Hospital,Northwick Park SU,HA13UJ
4437,Ealing 005C,NHS Ealing CCG,North West London,London,1.37,Ealing 005C,00AJGW,Perivale,Northwick Park Hospital,Northwick Park SU,HA13UJ
4438,Ealing 007A,NHS Ealing CCG,North West London,London,1.03,Ealing 007A,00AJGW,Perivale,Northwick Park Hospital,Northwick Park SU,HA13UJ
4439,Ealing 002E,NHS Ealing CCG,North West London,London,2.06,Ealing 002E,00AJGR,North Greenford,Northwick Park Hospital,Northwick Park SU,HA13UJ
4440,Ealing 006B,NHS Ealing CCG,North West London,London,1.03,Ealing 006B,00AJGL,Greenford Green,Northwick Park Hospital,Northwick Park SU,HA13UJ
4441,Ealing 007C,NHS Ealing CCG,North West London,London,1.71,Ealing 007C,00AJGW,Perivale,Northwick Park Hospital,Northwick Park SU,HA13UJ
4442,Ealing 006E,NHS Ealing CCG,North West London,London,0.69,Ealing 006E,00AJGW,Perivale,Northwick Park Hospital,Northwick Park SU,HA13UJ
4443,Ealing 007B,NHS Ealing CCG,North West London,London,2.4,Ealing 007B,00AJGW,Perivale,Northwick Park Hospital,Northwick Park SU,HA13UJ
4444,Ealing 006A,NHS Ealing CCG,North West London,London,1.37,Ealing 006A,00AJGL,Greenford Green,Northwick Park Hospital,Northwick Park SU,HA13UJ
4445,Ealing 006D,NHS Ealing CCG,North West London,London,1.71,Ealing 006D,00AJGL,Greenford Green,Northwick Park Hospital,Northwick Park SU,HA13UJ
4446,Ealing 012B,NHS Ealing CCG,North West London,London,2.06,Ealing 012B,00AJGK,Greenford Broadway,Northwick Park Hospital,Northwick Park SU,HA13UJ
4447,Ealing 007D,NHS Ealing CCG,North West London,London,1.71,Ealing 007D,00AJGW,Perivale,Northwick Park Hospital,Northwick Park SU,HA13UJ
4448,Ealing 006C,NHS Ealing CCG,North West London,London,2.4,Ealing 006C,00AJGL,Greenford Green,Northwick Park Hospital,Northwick Park SU,HA13UJ
4449,Ealing 014A,NHS Ealing CCG,North West London,London,1.71,Ealing 014A,00AJGE,Dormers Wells,Hillingdon Hospital,Hillingdon SU,UB83NN
4450,Ealing 014D,NHS Ealing CCG,North West London,London,2.4,Ealing 014D,00AJGP,Lady Margaret,Hillingdon Hospital,Hillingdon SU,UB83NN
4451,Ealing 012D,NHS Ealing CCG,North West London,London,4.11,Ealing 012D,00AJGL,Greenford Green,Northwick Park Hospital,Northwick Park SU,HA13UJ
4452,Ealing 012C,NHS Ealing CCG,North West London,London,4.8,Ealing 012C,00AJGK,Greenford Broadway,Northwick Park Hospital,Northwick Park SU,HA13UJ
4453,Ealing 014B,NHS Ealing CCG,North West London,London,1.03,Ealing 014B,00AJGK,Greenford Broadway,Northwick Park Hospital,Northwick Park SU,HA13UJ
4454,Ealing 010E,NHS Ealing CCG,North West London,London,1.37,Ealing 010E,00AJGK,Greenford Broadway,Northwick Park Hospital,Northwick Park SU,HA13UJ
4455,Ealing 010C,NHS Ealing CCG,North West London,London,2.74,Ealing 010C,00AJGK,Greenford Broadway,Northwick Park Hospital,Northwick Park SU,HA13UJ
4456,Ealing 010B,NHS Ealing CCG,North West London,London,2.06,Ealing 010B,00AJGK,Greenford Broadway,Northwick Park Hospital,Northwick Park SU,HA13UJ
4457,Hillingdon 031B,NHS Hillingdon CCG,North West London,London,1.37,Hillingdon 031B,00ASGP,Heathrow Villages,Hillingdon Hospital,Hillingdon SU,UB83NN
