,LSOA,CCG,stp,nhs_region,admissions,LSOA01,WD03CD,WD03NM,data_hosp,Preferred_unit_name,Preferred_unit_postcode
2304,Brent 031A,NHS Brent CCG,North West London,London,2.4,Brent 031A,00AEGQ,Harlesden,Charing Cross Hospital,Charing Cross SU,W68RF
2305,Brent 031E,NHS Brent CCG,North West London,London,1.37,Brent 031E,00AEGR,Kensal Green,Charing Cross Hospital,Charing Cross SU,W68RF
2306,Brent 031B,NHS Brent CCG,North West London,London,2.4,Brent 031B,00AEGQ,Harlesden,Charing Cross Hospital,Charing Cross SU,W68RF
2307,Brent 031F,NHS Brent CCG,North West London,London,2.06,Brent 031F,00AEGR,Kensal Green,Charing Cross Hospital,Charing Cross SU,W68RF
2308,Brent 025C,NHS Brent CCG,North West London,London,3.77,Brent 025C,00AEGQ,Harlesden,Charing Cross Hospital,Charing Cross SU,W68RF
2309,Brent 033A,NHS Brent CCG,North West London,London,1.37,Brent 033A,00AEGR,Kensal Green,Charing Cross Hospital,Charing Cross SU,W68RF
2310,Brent 033D,NHS Brent CCG,North West London,London,2.74,Brent 033D,00AEGR,Kensal Green,Charing Cross Hospital,Charing Cross SU,W68RF
2311,Brent 032A,NHS Brent CCG,North West London,London,2.4,Brent 032A,00AEGY,Queens Park,St Mary's Hospital,Charing Cross SU,W68RF
2312,Brent 033E,NHS Brent CCG,North West London,London,1.37,Brent 033E,00AEGY,Queens Park,St Mary's Hospital,Charing Cross SU,W68RF
2313,Brent 033B,NHS Brent CCG,North West London,London,1.03,Brent 033B,00AEGR,Kensal Green,Charing Cross Hospital,Charing Cross SU,W68RF
2314,Brent 033C,NHS Brent CCG,North West London,London,1.71,Brent 033C,00AEGR,Kensal Green,Charing Cross Hospital,Charing Cross SU,W68RF
2315,Brent 033F,NHS Brent CCG,North West London,London,1.37,Brent 033F,00AEGY,Queens Park,St Mary's Hospital,Charing Cross SU,W68RF
2316,Ealing 015C,NHS Ealing CCG,North West London,London,1.71,Ealing 015C,00AJGH,East Acton,Charing Cross Hospital,Charing Cross SU,W68RF
2317,Ealing 015D,NHS Ealing CCG,North West London,London,2.06,Ealing 015D,00AJGH,East Acton,Charing Cross Hospital,Charing Cross SU,W68RF
2318,Hammersmith and Fulham 001D,NHS Hammersmith and Fulham CCG,North West London,London,1.71,Hammersmith and Fulham 001D,00ANGD,College Park and Old Oak,Chelsea & Westminster Hospital,Chelsea & Wminster SU,SW109NH
2319,Brent 027E,NHS Brent CCG,North West London,London,6.86,Brent 027E,00AEHA,Stonebridge,Charing Cross Hospital,Charing Cross SU,W68RF
2320,Ealing 011A,NHS Ealing CCG,North West London,London,1.37,Ealing 011A,00AJGM,Hanger Hill,Charing Cross Hospital,Charing Cross SU,W68RF
2321,Brent 027D,NHS Brent CCG,North West London,London,2.74,Brent 027D,00AEHA,Stonebridge,Charing Cross Hospital,Charing Cross SU,W68RF
2322,Brent 021A,NHS Brent CCG,North West London,London,2.4,Brent 021A,00AEHA,Stonebridge,Charing Cross Hospital,Charing Cross SU,W68RF
2323,Brent 025B,NHS Brent CCG,North West London,London,4.11,Brent 025B,00AEGQ,Harlesden,Charing Cross Hospital,Charing Cross SU,W68RF
2324,Brent 027A,NHS Brent CCG,North West London,London,2.74,Brent 027A,00AEHA,Stonebridge,Charing Cross Hospital,Charing Cross SU,W68RF
2325,Brent 021D,NHS Brent CCG,North West London,London,0.69,Brent 021D,00AEHA,Stonebridge,Charing Cross Hospital,Charing Cross SU,W68RF
2326,Brent 025E,NHS Brent CCG,North West London,London,3.77,Brent 025E,00AEGQ,Harlesden,Charing Cross Hospital,Charing Cross SU,W68RF
2327,Brent 025D,NHS Brent CCG,North West London,London,3.77,Brent 025D,00AEGQ,Harlesden,Charing Cross Hospital,Charing Cross SU,W68RF
2328,Brent 025A,NHS Brent CCG,North West London,London,3.43,Brent 025A,00AEGN,Dudden Hill,Northwick Park Hospital,Northwick Park SU,HA13UJ
2329,Brent 025F,NHS Brent CCG,North West London,London,1.03,Brent 025F,00AEGQ,Harlesden,Charing Cross Hospital,Charing Cross SU,W68RF
2330,Camden 023B,NHS Camden CCG,North Central London,London,0.69,Camden 023B,00AGGT,Regent's Park,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2331,Camden 019E,NHS Camden CCG,North Central London,London,2.06,Camden 019E,00AGGU,St Pancras and Somers Town,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2332,Camden 019B,NHS Camden CCG,North Central London,London,2.06,Camden 019B,00AGGF,Camden Town with Primrose Hill,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2333,Camden 019D,NHS Camden CCG,North Central London,London,1.37,Camden 019D,00AGGU,St Pancras and Somers Town,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2334,Camden 019C,NHS Camden CCG,North Central London,London,1.37,Camden 019C,00AGGU,St Pancras and Somers Town,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2335,Barnet 037F,NHS Barnet CCG,North Central London,London,0.69,Barnet 037F,00ACGH,Golders Green,Royal Free Hospital,Royal Free SU,NW32QG
2336,Barnet 035F,NHS Barnet CCG,North Central London,London,3.43,Barnet 035F,00ACGH,Golders Green,Royal Free Hospital,Royal Free SU,NW32QG
2337,Barnet 035E,NHS Barnet CCG,North Central London,London,2.4,Barnet 035E,00ACGH,Golders Green,Royal Free Hospital,Royal Free SU,NW32QG
2338,Barnet 035A,NHS Barnet CCG,North Central London,London,1.71,Barnet 035A,00ACGG,Garden Suburb,Royal Free Hospital,Royal Free SU,NW32QG
2339,Barnet 033F,NHS Barnet CCG,North Central London,London,1.37,Barnet 033F,00ACGG,Garden Suburb,Royal Free Hospital,Royal Free SU,NW32QG
2340,Barnet 033C,NHS Barnet CCG,North Central London,London,1.03,Barnet 033C,00ACGG,Garden Suburb,Royal Free Hospital,Royal Free SU,NW32QG
2341,Barnet 033B,NHS Barnet CCG,North Central London,London,1.71,Barnet 033B,00ACGG,Garden Suburb,Royal Free Hospital,Royal Free SU,NW32QG
2342,Barnet 035B,NHS Barnet CCG,North Central London,London,3.09,Barnet 035B,00ACGG,Garden Suburb,Royal Free Hospital,Royal Free SU,NW32QG
2343,Barnet 038E,NHS Barnet CCG,North Central London,London,2.06,Barnet 038E,00ACGG,Garden Suburb,Royal Free Hospital,Royal Free SU,NW32QG
2344,Barnet 035D,NHS Barnet CCG,North Central London,London,4.46,Barnet 035D,00ACGG,Garden Suburb,Royal Free Hospital,Royal Free SU,NW32QG
2345,Barnet 035C,NHS Barnet CCG,North Central London,London,2.4,Barnet 035C,00ACGG,Garden Suburb,Royal Free Hospital,Royal Free SU,NW32QG
2346,Barnet 038A,NHS Barnet CCG,North Central London,London,3.77,Barnet 038A,00ACFZ,Childs Hill,Royal Free Hospital,Royal Free SU,NW32QG
2347,Barnet 038C,NHS Barnet CCG,North Central London,London,2.4,Barnet 038C,00ACFZ,Childs Hill,Royal Free Hospital,Royal Free SU,NW32QG
2348,Barnet 038D,NHS Barnet CCG,North Central London,London,1.71,Barnet 038D,00ACFZ,Childs Hill,Royal Free Hospital,Royal Free SU,NW32QG
2349,Barnet 037A,NHS Barnet CCG,North Central London,London,1.71,Barnet 037A,00ACFZ,Childs Hill,Royal Free Hospital,Royal Free SU,NW32QG
2350,Barnet 037C,NHS Barnet CCG,North Central London,London,0.69,Barnet 037C,00ACGH,Golders Green,Royal Free Hospital,Royal Free SU,NW32QG
2351,Barnet 037B,NHS Barnet CCG,North Central London,London,3.09,Barnet 037B,00ACGH,Golders Green,Royal Free Hospital,Royal Free SU,NW32QG
2352,Barnet 037E,NHS Barnet CCG,North Central London,London,2.74,Barnet 037E,00ACGH,Golders Green,Royal Free Hospital,Royal Free SU,NW32QG
2353,Barnet 037D,NHS Barnet CCG,North Central London,London,2.74,Barnet 037D,00ACGH,Golders Green,Royal Free Hospital,Royal Free SU,NW32QG
2354,Camden 022C,NHS Camden CCG,North Central London,London,1.71,Camden 022C,00AGGU,St Pancras and Somers Town,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2355,Camden 022E,NHS Camden CCG,North Central London,London,3.09,Camden 022E,00AGGU,St Pancras and Somers Town,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2356,Camden 022A,NHS Camden CCG,North Central London,London,2.06,Camden 022A,00AGGU,St Pancras and Somers Town,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2357,Camden 022D,NHS Camden CCG,North Central London,London,0.69,Camden 022D,00AGGU,St Pancras and Somers Town,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2358,Camden 021C,NHS Camden CCG,North Central London,London,1.03,Camden 021C,00AGGT,Regent's Park,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2359,Camden 021B,NHS Camden CCG,North Central London,London,1.71,Camden 021B,00AGGT,Regent's Park,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2360,Camden 023A,NHS Camden CCG,North Central London,London,2.4,Camden 023A,00AGGT,Regent's Park,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2361,Camden 023E,NHS Camden CCG,North Central London,London,2.06,Camden 023E,00AGGT,Regent's Park,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2362,Camden 023D,NHS Camden CCG,North Central London,London,2.06,Camden 023D,00AGGT,Regent's Park,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2363,Camden 023C,NHS Camden CCG,North Central London,London,3.43,Camden 023C,00AGGT,Regent's Park,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2364,Westminster 008D,NHS Central London (Westminster) CCG,North West London,London,1.37,Westminster 008D,00BKGP,Regent's Park,St Mary's Hospital,Charing Cross SU,W68RF
2365,Westminster 009J,NHS Central London (Westminster) CCG,North West London,London,1.03,Westminster 009D,00BKGE,Church Street,St Mary's Hospital,Charing Cross SU,W68RF
2366,Westminster 009I,NHS Central London (Westminster) CCG,North West London,London,3.09,Westminster 009D,00BKGE,Church Street,St Mary's Hospital,Charing Cross SU,W68RF
2367,Westminster 009G,NHS Central London (Westminster) CCG,North West London,London,3.43,Westminster 009B,00BKGE,Church Street,St Mary's Hospital,Charing Cross SU,W68RF
2368,Westminster 009H,NHS Central London (Westminster) CCG,North West London,London,0.34,Westminster 009B,00BKGE,Church Street,St Mary's Hospital,Charing Cross SU,W68RF
2369,Westminster 008A,NHS Central London (Westminster) CCG,North West London,London,1.71,Westminster 008A,00BKGC,Bryanston and Dorset Square,St Mary's Hospital,Charing Cross SU,W68RF
2370,Camden 018E,NHS Camden CCG,North Central London,London,1.03,Camden 018E,00AGGF,Camden Town with Primrose Hill,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2371,Camden 021A,NHS Camden CCG,North Central London,London,2.74,Camden 021A,00AGGF,Camden Town with Primrose Hill,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2372,Camden 021D,NHS Camden CCG,North Central London,London,1.71,Camden 021D,00AGGT,Regent's Park,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2373,Camden 018B,NHS Camden CCG,North Central London,London,1.37,Camden 018B,00AGGF,Camden Town with Primrose Hill,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2374,Camden 012C,NHS Camden CCG,North Central London,London,1.71,Camden 012C,00AGGM,Haverstock,Royal Free Hospital,Royal Free SU,NW32QG
2375,Camden 018D,NHS Camden CCG,North Central London,London,2.4,Camden 018D,00AGGF,Camden Town with Primrose Hill,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2376,Camden 018C,NHS Camden CCG,North Central London,London,1.03,Camden 018C,00AGGF,Camden Town with Primrose Hill,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2377,Camden 015E,NHS Camden CCG,North Central London,London,1.03,Camden 015E,00AGGG,Cantelowes,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2378,Camden 015C,NHS Camden CCG,North Central London,London,2.4,Camden 015C,00AGGG,Cantelowes,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2379,Camden 009A,NHS Camden CCG,North Central London,London,2.4,Camden 009A,00AGGG,Cantelowes,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2380,Camden 019A,NHS Camden CCG,North Central London,London,2.06,Camden 019A,00AGGF,Camden Town with Primrose Hill,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2381,Camden 015B,NHS Camden CCG,North Central London,London,1.37,Camden 015B,00AGGG,Cantelowes,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2382,Camden 015A,NHS Camden CCG,North Central London,London,1.71,Camden 015A,00AGGG,Cantelowes,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2383,Camden 015D,NHS Camden CCG,North Central London,London,2.74,Camden 015D,00AGGG,Cantelowes,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2384,Barnet 040B,NHS Barnet CCG,North Central London,London,6.86,Barnet 040B,00ACFZ,Childs Hill,Royal Free Hospital,Royal Free SU,NW32QG
2385,Barnet 039C,NHS Barnet CCG,North Central London,London,1.03,Barnet 039C,00ACGH,Golders Green,Royal Free Hospital,Royal Free SU,NW32QG
2386,Barnet 040D,NHS Barnet CCG,North Central London,London,1.03,Barnet 040D,00ACGH,Golders Green,Royal Free Hospital,Royal Free SU,NW32QG
2387,Barnet 039A,NHS Barnet CCG,North Central London,London,1.03,Barnet 039A,00ACFZ,Childs Hill,Royal Free Hospital,Royal Free SU,NW32QG
2388,Barnet 040C,NHS Barnet CCG,North Central London,London,1.37,Barnet 040C,00ACGH,Golders Green,Royal Free Hospital,Royal Free SU,NW32QG
2389,Barnet 039B,NHS Barnet CCG,North Central London,London,2.4,Barnet 039B,00ACGH,Golders Green,Royal Free Hospital,Royal Free SU,NW32QG
2390,Barnet 041B,NHS Barnet CCG,North Central London,London,1.71,Barnet 041B,00ACFZ,Childs Hill,Royal Free Hospital,Royal Free SU,NW32QG
2391,Barnet 041C,NHS Barnet CCG,North Central London,London,1.03,Barnet 041C,00ACFZ,Childs Hill,Royal Free Hospital,Royal Free SU,NW32QG
2392,Barnet 041A,NHS Barnet CCG,North Central London,London,3.09,Barnet 041A,00ACFZ,Childs Hill,Royal Free Hospital,Royal Free SU,NW32QG
2393,Barnet 040A,NHS Barnet CCG,North Central London,London,3.43,Barnet 040A,00ACFZ,Childs Hill,Royal Free Hospital,Royal Free SU,NW32QG
2394,Barnet 041D,NHS Barnet CCG,North Central London,London,1.37,Barnet 041D,00ACFZ,Childs Hill,Royal Free Hospital,Royal Free SU,NW32QG
2395,Brent 015D,NHS Brent CCG,North West London,London,1.03,Brent 015D,00AEGU,Mapesbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2396,Camden 005A,NHS Camden CCG,North Central London,London,3.09,Camden 005A,00AGGH,Fortune Green,Royal Free Hospital,Royal Free SU,NW32QG
2397,Camden 013A,NHS Camden CCG,North Central London,London,1.37,Camden 013A,00AGGH,Fortune Green,Royal Free Hospital,Royal Free SU,NW32QG
2398,Camden 005B,NHS Camden CCG,North Central London,London,1.71,Camden 005B,00AGGH,Fortune Green,Royal Free Hospital,Royal Free SU,NW32QG
2399,Brent 023D,NHS Brent CCG,North West London,London,1.71,Brent 023D,00AEGU,Mapesbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2400,Brent 023C,NHS Brent CCG,North West London,London,4.11,Brent 023C,00AEGL,Brondesbury Park,St Mary's Hospital,Charing Cross SU,W68RF
2401,Brent 018E,NHS Brent CCG,North West London,London,1.71,Brent 018E,00AEGU,Mapesbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2402,Brent 018A,NHS Brent CCG,North West London,London,3.43,Brent 018A,00AEGN,Dudden Hill,Northwick Park Hospital,Northwick Park SU,HA13UJ
2403,Brent 015F,NHS Brent CCG,North West London,London,1.03,Brent 015F,00AEGU,Mapesbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2404,Brent 023E,NHS Brent CCG,North West London,London,3.77,Brent 023E,00AEGU,Mapesbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2405,Brent 022C,NHS Brent CCG,North West London,London,0.34,Brent 022C,00AEHF,Willesden Green,Northwick Park Hospital,Northwick Park SU,HA13UJ
2406,Brent 022B,NHS Brent CCG,North West London,London,3.43,Brent 022B,00AEHF,Willesden Green,Northwick Park Hospital,Northwick Park SU,HA13UJ
2407,Brent 030A,NHS Brent CCG,North West London,London,3.43,Brent 030A,00AEGL,Brondesbury Park,St Mary's Hospital,Charing Cross SU,W68RF
2408,Brent 024C,NHS Brent CCG,North West London,London,1.71,Brent 024C,00AEHF,Willesden Green,Northwick Park Hospital,Northwick Park SU,HA13UJ
2409,Brent 022D,NHS Brent CCG,North West London,London,3.43,Brent 022D,00AEHF,Willesden Green,Northwick Park Hospital,Northwick Park SU,HA13UJ
2410,Brent 015C,NHS Brent CCG,North West London,London,1.71,Brent 015C,00AEGU,Mapesbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2411,Brent 011A,NHS Brent CCG,North West London,London,2.06,Brent 011A,00AEGM,Dollis Hill,Northwick Park Hospital,Northwick Park SU,HA13UJ
2412,Brent 015E,NHS Brent CCG,North West London,London,1.71,Brent 015E,00AEGU,Mapesbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2413,Brent 011E,NHS Brent CCG,North West London,London,3.77,Brent 011E,00AEGM,Dollis Hill,Northwick Park Hospital,Northwick Park SU,HA13UJ
2414,Brent 015A,NHS Brent CCG,North West London,London,3.77,Brent 015A,00AEGU,Mapesbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2415,Brent 015B,NHS Brent CCG,North West London,London,1.71,Brent 015B,00AEGU,Mapesbury,Northwick Park Hospital,Northwick Park SU,HA13UJ
2416,Brent 011C,NHS Brent CCG,North West London,London,1.71,Brent 011C,00AEGM,Dollis Hill,Northwick Park Hospital,Northwick Park SU,HA13UJ
2417,Brent 010F,NHS Brent CCG,North West London,London,3.43,Brent 010A,00AEGM,Dollis Hill,Northwick Park Hospital,Northwick Park SU,HA13UJ
2418,Brent 010B,NHS Brent CCG,North West London,London,3.77,Brent 010B,00AEGM,Dollis Hill,Northwick Park Hospital,Northwick Park SU,HA13UJ
2419,Brent 011B,NHS Brent CCG,North West London,London,1.37,Brent 011B,00AEGM,Dollis Hill,Northwick Park Hospital,Northwick Park SU,HA13UJ
2420,Brent 014C,NHS Brent CCG,North West London,London,1.71,Brent 014C,00AEGN,Dudden Hill,Northwick Park Hospital,Northwick Park SU,HA13UJ
2421,Brent 014B,NHS Brent CCG,North West London,London,0.69,Brent 014B,00AEGN,Dudden Hill,Northwick Park Hospital,Northwick Park SU,HA13UJ
2422,Brent 011D,NHS Brent CCG,North West London,London,2.4,Brent 011D,00AEGM,Dollis Hill,Northwick Park Hospital,Northwick Park SU,HA13UJ
2423,Camden 002E,NHS Camden CCG,North Central London,London,1.37,Camden 002E,00AGGL,Hampstead Town,Royal Free Hospital,Royal Free SU,NW32QG
2424,Camden 002B,NHS Camden CCG,North Central London,London,1.71,Camden 002B,00AGGL,Hampstead Town,Royal Free Hospital,Royal Free SU,NW32QG
2425,Camden 002C,NHS Camden CCG,North Central London,London,1.37,Camden 002C,00AGGL,Hampstead Town,Royal Free Hospital,Royal Free SU,NW32QG
2426,Camden 002D,NHS Camden CCG,North Central London,London,2.4,Camden 002D,00AGGL,Hampstead Town,Royal Free Hospital,Royal Free SU,NW32QG
2427,Camden 008E,NHS Camden CCG,North Central London,London,1.03,Camden 008E,00AGGL,Hampstead Town,Royal Free Hospital,Royal Free SU,NW32QG
2428,Camden 012B,NHS Camden CCG,North Central London,London,3.43,Camden 012B,00AGGM,Haverstock,Royal Free Hospital,Royal Free SU,NW32QG
2429,Camden 006A,NHS Camden CCG,North Central London,London,0.69,Camden 006A,00AGGK,Gospel Oak,Royal Free Hospital,Royal Free SU,NW32QG
2430,Camden 006C,NHS Camden CCG,North Central London,London,1.03,Camden 006C,00AGGK,Gospel Oak,Royal Free Hospital,Royal Free SU,NW32QG
2431,Camden 006B,NHS Camden CCG,North Central London,London,0.69,Camden 006B,00AGGK,Gospel Oak,Royal Free Hospital,Royal Free SU,NW32QG
2432,Camden 002A,NHS Camden CCG,North Central London,London,1.71,Camden 002A,00AGGL,Hampstead Town,Royal Free Hospital,Royal Free SU,NW32QG
2433,Camden 006D,NHS Camden CCG,North Central London,London,2.06,Camden 006D,00AGGK,Gospel Oak,Royal Free Hospital,Royal Free SU,NW32QG
2434,Camden 006E,NHS Camden CCG,North Central London,London,2.4,Camden 006E,00AGGM,Haverstock,Royal Free Hospital,Royal Free SU,NW32QG
2435,Camden 014B,NHS Camden CCG,North Central London,London,1.03,Camden 014B,00AGGD,Belsize,Royal Free Hospital,Royal Free SU,NW32QG
2436,Camden 018A,NHS Camden CCG,North Central London,London,1.03,Camden 018A,00AGGF,Camden Town with Primrose Hill,National Hospital For Neurology & Neurosciences - Queen's Square,University College SU,NW12BU
2437,Camden 011B,NHS Camden CCG,North Central London,London,2.74,Camden 011B,00AGGD,Belsize,Royal Free Hospital,Royal Free SU,NW32QG
2438,Camden 014D,NHS Camden CCG,North Central London,London,1.71,Camden 014D,00AGGD,Belsize,Royal Free Hospital,Royal Free SU,NW32QG
2439,Camden 014C,NHS Camden CCG,North Central London,London,3.09,Camden 014C,00AGGD,Belsize,Royal Free Hospital,Royal Free SU,NW32QG
2440,Camden 011C,NHS Camden CCG,North Central London,London,0.69,Camden 011C,00AGGD,Belsize,Royal Free Hospital,Royal Free SU,NW32QG
2441,Camden 011A,NHS Camden CCG,North Central London,London,0.34,Camden 011A,00AGGD,Belsize,Royal Free Hospital,Royal Free SU,NW32QG
2442,Camden 011D,NHS Camden CCG,North Central London,London,3.09,Camden 011D,00AGGD,Belsize,Royal Free Hospital,Royal Free SU,NW32QG
2443,Camden 012E,NHS Camden CCG,North Central London,London,0.69,Camden 012E,00AGGM,Haverstock,Royal Free Hospital,Royal Free SU,NW32QG
2444,Camden 014A,NHS Camden CCG,North Central London,London,0.69,Camden 014A,00AGGD,Belsize,Royal Free Hospital,Royal Free SU,NW32QG
2445,Camden 008B,NHS Camden CCG,North Central London,London,0,Camden 008B,00AGGJ,Frognal and Fitzjohns,Royal Free Hospital,Royal Free SU,NW32QG
2446,Camden 008D,NHS Camden CCG,North Central London,London,1.37,Camden 008D,00AGGL,Hampstead Town,Royal Free Hospital,Royal Free SU,NW32QG
2447,Camden 008C,NHS Camden CCG,North Central London,London,2.4,Camden 008C,00AGGJ,Frognal and Fitzjohns,Royal Free Hospital,Royal Free SU,NW32QG
2448,Camden 008A,NHS Camden CCG,North Central London,London,2.74,Camden 008A,00AGGJ,Frognal and Fitzjohns,Royal Free Hospital,Royal Free SU,NW32QG
2449,Camden 004B,NHS Camden CCG,North Central London,London,0.69,Camden 004B,00AGGJ,Frognal and Fitzjohns,Royal Free Hospital,Royal Free SU,NW32QG
2450,Camden 010D,NHS Camden CCG,North Central London,London,1.37,Camden 010D,00AGGX,West Hampstead,Royal Free Hospital,Royal Free SU,NW32QG
2451,Camden 004C,NHS Camden CCG,North Central London,London,1.71,Camden 004C,00AGGJ,Frognal and Fitzjohns,Royal Free Hospital,Royal Free SU,NW32QG
2452,Camden 004E,NHS Camden CCG,North Central London,London,3.09,Camden 004E,00AGGJ,Frognal and Fitzjohns,Royal Free Hospital,Royal Free SU,NW32QG
2453,Camden 004D,NHS Camden CCG,North Central London,London,1.71,Camden 004D,00AGGJ,Frognal and Fitzjohns,Royal Free Hospital,Royal Free SU,NW32QG
2454,Camden 004A,NHS Camden CCG,North Central London,London,4.46,Camden 004A,00AGGJ,Frognal and Fitzjohns,Royal Free Hospital,Royal Free SU,NW32QG
2455,Barnet 038B,NHS Barnet CCG,North Central London,London,1.03,Barnet 038B,00ACFZ,Childs Hill,Royal Free Hospital,Royal Free SU,NW32QG
2456,Barnet 032C,NHS Barnet CCG,North Central London,London,0.69,Barnet 032C,00ACGK,Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2457,Barnet 025A,NHS Barnet CCG,North Central London,London,1.03,Barnet 025A,00ACGF,Finchley Church End,Royal Free Hospital,Royal Free SU,NW32QG
2458,Barnet 032E,NHS Barnet CCG,North Central London,London,2.74,Barnet 032E,00ACGK,Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2459,Barnet 031C,NHS Barnet CCG,North Central London,London,1.71,Barnet 031C,00ACGK,Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2460,Barnet 032B,NHS Barnet CCG,North Central London,London,4.11,Barnet 032B,00ACGK,Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2461,Barnet 032A,NHS Barnet CCG,North Central London,London,3.43,Barnet 032A,00ACGK,Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2462,Barnet 034A,NHS Barnet CCG,North Central London,London,1.03,Barnet 034A,00ACGK,Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2463,Barnet 034D,NHS Barnet CCG,North Central London,London,1.71,Barnet 034D,00ACGS,West Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2464,Barnet 034B,NHS Barnet CCG,North Central London,London,2.4,Barnet 034B,00ACGK,Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2465,Barnet 032F,NHS Barnet CCG,North Central London,London,1.03,Barnet 032F,00ACGS,West Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2466,Barnet 034C,NHS Barnet CCG,North Central London,London,2.4,Barnet 034C,00ACGS,West Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2467,Barnet 036C,NHS Barnet CCG,North Central London,London,2.4,Barnet 036C,00ACGS,West Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2468,Barnet 039D,NHS Barnet CCG,North Central London,London,2.06,Barnet 039D,00ACGS,West Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2469,Barnet 031D,NHS Barnet CCG,North Central London,London,1.37,Barnet 031D,00ACGS,West Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2470,Barnet 031A,NHS Barnet CCG,North Central London,London,1.03,Barnet 031A,00ACGK,Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2471,Barnet 032D,NHS Barnet CCG,North Central London,London,1.03,Barnet 032D,00ACGK,Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2472,Barnet 031B,NHS Barnet CCG,North Central London,London,1.03,Barnet 031B,00ACGK,Hendon,Royal Free Hospital,Royal Free SU,NW32QG
2473,Camden 003B,NHS Camden CCG,North Central London,London,1.71,Camden 003B,00AGGN,Highgate,Royal Free Hospital,Royal Free SU,NW32QG
2474,Camden 001D,NHS Camden CCG,North Central London,London,2.4,Camden 001D,00AGGN,Highgate,Royal Free Hospital,Royal Free SU,NW32QG
2475,Camden 001C,NHS Camden CCG,North Central London,London,1.03,Camden 001C,00AGGN,Highgate,Royal Free Hospital,Royal Free SU,NW32QG
2476,Camden 007E,NHS Camden CCG,North Central London,London,1.71,Camden 007E,00AGGQ,Kentish Town,Royal Free Hospital,Royal Free SU,NW32QG
2477,Camden 003A,NHS Camden CCG,North Central London,London,1.71,Camden 003A,00AGGN,Highgate,Royal Free Hospital,Royal Free SU,NW32QG
2478,Camden 003E,NHS Camden CCG,North Central London,London,1.37,Camden 003E,00AGGQ,Kentish Town,Royal Free Hospital,Royal Free SU,NW32QG
